SITE_ID,YEAR,VISIT_NO,SAMPLED_SECCHI,DATE_SECCHI,SECMEAN,CLEAR_TO_BOTTOM,FLAG_SECCHI,COMMENT_SECCHI
NLA06608-0435,2007,1,YES,7/23/2007,0.8,,,
NLA06608-0436,2007,1,YES,9/5/2007,1.52,,,
NLA06608-0439,2007,1,YES,6/27/2007,0.1,,,
NLA06608-0440,2007,1,YES,8/8/2007,0.64,,,
NLA06608-0442,2007,1,YES,8/14/2007,0.76,,,
NLA06608-0444,2007,1,NOT DONE,7/12/2007,,,,
NLA06608-0445,2007,1,YES,6/28/2007,1.47,,,
NLA06608-0447,2007,1,YES,8/25/2007,4.5,,,
NLA06608-0449,2007,1,YES,7/26/2007,1.95,,,
NLA06608-0452,2007,1,YES,6/15/2007,1.21,,,
NLA06608-0453,2007,1,YES,7/31/2007,0.75,,,
NLA06608-0454,2007,1,"YES, CLEAR TO BOTTOM",7/25/2007,,Y,,
NLA06608-0456,2007,1,YES,8/9/2007,1.1,,,
NLA06608-0458,2007,1,YES,7/25/2007,1.15,,,
NLA06608-0459,2007,1,YES,7/16/2007,2.63,,,
NLA06608-0462,2007,1,YES,8/20/2007,7.95,,,
NLA06608-0463,2007,1,YES,8/19/2007,0.58,,,
NLA06608-0467,2007,1,YES,7/9/2007,1.1,,,
NLA06608-0468,2007,1,YES,8/1/2007,7.1,,,
NLA06608-0469,2007,1,YES,8/29/2007,4,,,
NLA06608-0470,2007,1,YES,7/24/2007,5.75,,,
NLA06608-0471,2007,1,YES,6/25/2007,1.77,,,
NLA06608-0472,2007,1,YES,7/16/2007,0.39,,,
NLA06608-0473,2007,1,YES,6/19/2007,1.03,,,
NLA06608-0479,2007,1,YES,8/16/2007,2.92,,,
NLA06608-0480,2007,1,YES,8/24/2007,5.21,,,
NLA06608-0480,2007,2,YES,9/25/2007,6.09,,,
NLA06608-0483,2007,1,YES,7/11/2007,4.32,,,
NLA06608-0484,2007,1,YES,7/12/2007,0.28,,,
NLA06608-0488,2007,1,YES,7/19/2007,0.45,,,
NLA06608-0489,2007,1,YES,7/10/2007,0.5,,,
NLA06608-0491,2007,1,"YES, CLEAR TO BOTTOM",7/17/2007,,Y,,
NLA06608-0493,2007,1,YES,7/11/2007,1.52,,,
NLA06608-0494,2007,1,YES,7/11/2007,1.65,,,
NLA06608-0495,2007,1,YES,9/5/2007,4.68,,,
NLA06608-0496,2007,1,"YES, CLEAR TO BOTTOM",6/23/2007,,Y,, -ATH:Clear to Bottom Secchi numbers set to missing
NLA06608-0497,2007,1,YES,8/17/2007,1.42,,,
NLA06608-0498,2007,1,YES,7/31/2007,1.05,,,
NLA06608-0500,2007,1,YES,9/14/2007,1.55,,,
NLA06608-0501,2007,1,YES,7/24/2007,5.95,,,
NLA06608-0502,2007,1,YES,8/18/2007,3.83,,,
NLA06608-0503,2007,1,YES,8/1/2007,0.14,,,
NLA06608-0508,2007,1,YES,7/10/2007,0.26,,,
NLA06608-0509,2007,1,YES,6/20/2007,5.5,,,
NLA06608-0510,2007,1,YES,6/27/2007,0.48,,,
NLA06608-0511,2007,1,YES,9/6/2007,1.7,,,
NLA06608-0512,2007,1,YES,8/13/2007,0.71,,,
NLA06608-0514,2007,1,YES,7/24/2007,3.05,,,
NLA06608-0515,2007,1,YES,6/28/2007,0.84,,,
NLA06608-0523,2007,1,YES,7/16/2007,1.25,,,
NLA06608-0526,2007,1,YES,7/18/2007,1.55,,,
NLA06608-0528,2007,1,YES,6/28/2007,0.7,,,
NLA06608-0529,2007,1,YES,9/4/2007,1.93,,,
NLA06608-0530,2007,1,YES,8/7/2007,1.05,,,
NLA06608-0531,2007,1,YES,7/11/2007,1.15,,,
NLA06608-0533,2007,1,YES,7/18/2007,3.8,,,
NLA06608-0537,2007,1,YES,6/6/2007,1.78,,,
NLA06608-0540,2007,1,YES,8/27/2007,0.21,,,
NLA06608-0541,2007,1,YES,7/12/2007,1.6,,,
NLA06608-0542,2007,1,"YES, CLEAR TO BOTTOM",8/30/2007,,Y,,
NLA06608-0546,2007,1,YES,7/18/2007,1.98,,,
NLA06608-0547,2007,1,YES,7/31/2007,3.6,,,LOCALS SAID THAT ZEBRA MUSSELS HAVE REALLY CLEANED UP THE LAKE
NLA06608-0550,2007,1,YES,8/1/2007,5.95,,,
NLA06608-0551,2007,1,YES,8/20/2007,1.75,,,
NLA06608-0555,2007,1,YES,7/23/2007,2.03,,,
NLA06608-0558,2007,1,YES,8/9/2007,2.4,,,
NLA06608-0560,2007,1,YES,9/12/2007,0.8,,,
NLA06608-0561,2007,1,YES,8/9/2007,7.05,,,
NLA06608-0562,2007,1,YES,7/13/2007,2.78,,,
NLA06608-0562,2007,2,YES,8/21/2007,2.34,,,
NLA06608-0564,2007,1,YES,8/22/2007,2.42,,,
NLA06608-0565,2007,1,YES,7/19/2007,0.76,,,
NLA06608-0569,2007,1,YES,8/7/2007,0.43,,U,DISAPPEARED IN SAV
NLA06608-0570,2007,1,YES,7/27/2007,5.06,,,
NLA06608-0579,2007,1,YES,8/19/2007,0.14,,,
NLA06608-0580,2007,1,YES,8/7/2007,4.75,,,
NLA06608-0581,2007,1,YES,7/3/2007,6.6,,,
NLA06608-0582,2007,1,YES,7/19/2007,1.5,,,
NLA06608-0583,2007,1,YES,6/26/2007,0.28,,,
NLA06608-0585,2007,1,YES,6/15/2007,0.24,,,
NLA06608-0587,2007,1,YES,7/9/2007,1.09,,,
NLA06608-0587,2007,2,YES,8/14/2007,0.75,,,
NLA06608-0588,2007,1,YES,7/13/2007,0.09,,,SAMPLES TAKEN 7/23/2007.
NLA06608-0590,2007,1,YES,8/7/2007,2.75,,,
NLA06608-0591,2007,1,YES,8/21/2007,2.1,,,
NLA06608-0593,2007,1,YES,7/10/2007,4.91,,,
NLA06608-0594,2007,1,YES,8/9/2007,0.88,,,
NLA06608-0595,2007,1,YES,6/12/2007,0.27,,,
NLA06608-0596,2007,1,YES,7/30/2007,5.55,,,
NLA06608-0597,2007,1,YES,7/9/2007,1.26,,,
NLA06608-0599,2007,1,YES,7/19/2007,0.64,,,
NLA06608-0606,2007,1,YES,8/8/2007,1.55,,,
NLA06608-0608,2007,1,YES,9/18/2007,0.42,,,
NLA06608-0609,2007,1,YES,7/25/2007,0.23,,,
NLA06608-0610,2007,1,YES,8/2/2007,2.6,,,
NLA06608-0611,2007,1,YES,7/2/2007,1.45,,,
NLA06608-0614,2007,1,YES,6/27/2007,4.97,,,
NLA06608-0616,2007,1,"NO, EQUIPMENT FAILURE",7/25/2007,,,K,CHAIN ON SECCHI ONLY 2M LONG. IM: TEAM PLACED A > SYMBOL BEFORE SECCHI DISK DISAPPEARS AND SECCHI DISK REAPPEARS AND ZONE DEPTH NUMBERS.
NLA06608-0617,2007,1,YES,6/19/2007,0.93,,,
NLA06608-0618,2007,1,YES,7/24/2007,0.98,,,
NLA06608-0619,2007,1,YES,7/18/2007,2.35,,,
NLA06608-0622,2007,1,YES,7/24/2007,1.4,,,
NLA06608-0623,2007,1,YES,6/20/2007,1.15,,,
NLA06608-0624,2007,1,YES,6/5/2007,0.86,,,
NLA06608-0625,2007,1,YES,9/19/2007,7.55,,,
NLA06608-0627,2007,1,YES,7/19/2007,3.3,,,
NLA06608-0628,2007,1,YES,6/25/2007,0.55,,,
NLA06608-0630,2007,1,YES,7/30/2007,2.05,,,
NLA06608-0632,2007,1,YES,6/12/2007,0.98,,,
NLA06608-0634,2007,1,YES,8/22/2007,0.41,,,
NLA06608-0635,2007,1,YES,8/22/2007,2.03,,,
NLA06608-0637,2007,1,YES,8/6/2007,4.2,,,
NLA06608-0641,2007,1,YES,7/25/2007,1.8,,,
NLA06608-0648,2007,1,YES,8/1/2007,0.2,,,
NLA06608-0649,2007,1,YES,9/19/2007,5.25,,,
NLA06608-0650,2007,1,YES,7/25/2007,1.8,,,
NLA06608-0651,2007,1,YES,7/17/2007,1.45,,,
NLA06608-0654,2007,1,YES,8/14/2007,1.15,,,
NLA06608-0657,2007,1,YES,9/13/2007,0.95,,,"SECCHI WITH SCOPE: DISAPPEARS AT 1.7M, REAPPEARS AT 0.94M."
NLA06608-0658,2007,1,YES,7/26/2007,6.65,,,
NLA06608-0659,2007,1,YES,6/26/2007,1.38,,,
NLA06608-0660,2007,1,YES,7/12/2007,2.13,,,
NLA06608-0661,2007,1,YES,8/8/2007,1.64,,,
NLA06608-0662,2007,1,YES,8/7/2007,2.55,,,
NLA06608-0663,2007,1,YES,8/8/2007,0.13,,,
NLA06608-0665,2007,1,YES,6/27/2007,2.25,,,
NLA06608-0671,2007,1,"YES, CLEAR TO BOTTOM",8/16/2007,,Y,, -ATH:Clear to Bottom Secchi numbers set to missing
NLA06608-0672,2007,1,YES,7/26/2007,0.31,,,
NLA06608-0674,2007,1,"YES, CLEAR TO BOTTOM",7/26/2007,,Y,, -ATH:Clear to Bottom Secchi numbers set to missing
NLA06608-0677,2007,1,YES,7/17/2007,0.48,,,
NLA06608-0678,2007,1,"YES, CLEAR TO BOTTOM",8/7/2007,,Y,,
NLA06608-0679,2007,1,YES,6/27/2007,2.28,,,
NLA06608-0681,2007,1,YES,6/14/2007,2.48,,,
NLA06608-0686,2007,1,"YES, CLEAR TO BOTTOM",7/11/2007,,Y,,DISAPPEARS IN MACROPHYTES-ATH:Clear to Bottom Secchi numbers set to missing
NLA06608-0687,2007,1,YES,8/14/2007,6.5,,,
NLA06608-0690,2007,1,YES,7/3/2007,2.81,,,
NLA06608-0690,2007,2,YES,8/22/2007,1.61,,,
NLA06608-0692,2007,1,YES,7/10/2007,2.05,,,
NLA06608-0693,2007,1,"YES, CLEAR TO BOTTOM",7/25/2007,,Y,,
NLA06608-0696,2007,1,YES,7/16/2007,0.82,,,
NLA06608-0707,2007,1,YES,7/12/2007,2.15,,,
NLA06608-0709,2007,1,YES,9/18/2007,0.45,,,
NLA06608-0710,2007,1,YES,7/24/2007,1.56,,,
NLA06608-0711,2007,1,YES,9/10/2007,0.83,,,
NLA06608-0712,2007,1,YES,7/24/2007,3.26,,,
NLA06608-0713,2007,1,YES,9/12/2007,3.2,,,
NLA06608-0715,2007,1,YES,7/6/2007,3.8,,,
NLA06608-0717,2007,1,YES,6/14/2007,0.29,,,
NLA06608-0718,2007,1,YES,7/18/2007,0.28,,,
NLA06608-0720,2007,1,YES,6/26/2007,0.78,,,
NLA06608-0721,2007,1,YES,7/5/2007,2.27,,,
NLA06608-0723,2007,1,YES,8/18/2007,1.63,,,LAKE IS ONLY 1.8M DEEP
NLA06608-0724,2007,1,YES,8/13/2007,3.69,,,
NLA06608-0726,2007,1,YES,8/14/2007,3.95,,,
NLA06608-0727,2007,1,YES,6/23/2007,0.32,,,
NLA06608-0731,2007,1,YES,8/7/2007,4.13,,,
NLA06608-0733,2007,1,YES,6/27/2007,0.26,,,
NLA06608-0734,2007,1,YES,7/24/2007,0.66,,,
NLA06608-0738,2007,1,YES,8/16/2007,5.25,,,
NLA06608-0743,2007,1,YES,6/26/2007,2.23,,,
NLA06608-0744,2007,1,YES,7/18/2007,0.48,,,
NLA06608-0749,2007,1,YES,7/17/2007,0.53,,,
NLA06608-0751,2007,1,YES,7/25/2007,2.95,,,
NLA06608-0753,2007,1,YES,7/19/2007,2.2,,,
NLA06608-0754,2007,1,YES,7/2/2007,4.85,,,WITH SCOPE: 6.13-D 5.79-R
NLA06608-0755,2007,1,YES,6/20/2007,0.42,,,
NLA06608-0756,2007,1,YES,6/25/2007,0.95,,,
NLA06608-0759,2007,1,YES,8/7/2007,0.15,,,
NLA06608-0761,2007,1,YES,9/6/2007,0.65,,,
NLA06608-0762,2007,1,YES,8/16/2007,0.21,,,
NLA06608-0764,2007,1,YES,6/26/2007,1.1,,,
NLA06608-0765,2007,1,YES,6/5/2007,1.5,,,
NLA06608-0766,2007,1,YES,7/18/2007,1.85,,,
NLA06608-0769,2007,1,YES,7/24/2007,1.78,,,
NLA06608-0770,2007,1,YES,5/8/2007,0.59,,,
NLA06608-0771,2007,1,YES,8/13/2007,2.05,,,
NLA06608-0775,2007,1,YES,7/25/2007,2.5,,,
NLA06608-0779,2007,1,YES,7/31/2007,0.16,,,
NLA06608-0781,2007,1,YES,7/26/2007,1.05,,,
NLA06608-0782,2007,1,YES,7/31/2007,2.05,,,
NLA06608-0783,2007,1,YES,8/14/2007,0.15,,,
NLA06608-0785,2007,1,YES,9/12/2007,2.1,,,
NLA06608-0792,2007,1,YES,8/16/2007,0.79,,,
NLA06608-0793,2007,1,YES,6/18/2007,2.7,,,
NLA06608-0794,2007,1,YES,6/9/2007,9.1,,,
NLA06608-0794,2007,2,YES,6/28/2007,11.5,,,
NLA06608-0797,2007,1,YES,6/28/2007,1.53,,,
NLA06608-0802,2007,1,YES,7/20/2007,1.24,,,
NLA06608-0804,2007,1,YES,8/19/2007,1.78,,,
NLA06608-0805,2007,1,YES,8/22/2007,1.6,,,
NLA06608-0806,2007,1,YES,9/7/2007,1.25,,,
NLA06608-0807,2007,1,YES,7/11/2007,1.2,,,
NLA06608-0808,2007,1,YES,9/6/2007,0.45,,,
NLA06608-0809,2007,1,YES,7/24/2007,2.3,,,
NLA06608-0811,2007,1,YES,7/23/2007,1.15,,,
NLA06608-0812,2007,1,YES,6/28/2007,1.36,,,
NLA06608-0815,2007,1,YES,7/17/2007,1.05,,,
NLA06608-0820,2007,1,YES,8/6/2007,0.35,,,
NLA06608-0823,2007,1,YES,7/26/2007,3.95,,,
NLA06608-0824,2007,1,YES,9/5/2007,1.05,,,
NLA06608-0825,2007,1,YES,9/6/2007,0.95,,,
NLA06608-0827,2007,1,YES,7/5/2007,1.15,,,
NLA06608-0828,2007,1,YES,7/11/2007,0.61,,,
NLA06608-0830,2007,1,YES,8/30/2007,0.06,,,
NLA06608-0831,2007,1,YES,7/19/2007,3.75,,,
NLA06608-0833,2007,1,"YES, CLEAR TO BOTTOM",8/7/2007,,Y,,
NLA06608-0834,2007,1,YES,6/1/2007,1.73,,,
NLA06608-0836,2007,1,YES,8/29/2007,1.5,,,
NLA06608-0837,2007,1,YES,7/19/2007,0.79,,,
NLA06608-0842,2007,1,YES,8/1/2007,4.35,,,
NLA06608-0843,2007,1,YES,7/18/2007,2.26,,,
NLA06608-0846,2007,1,YES,8/28/2007,0.8,,,
NLA06608-0847,2007,1,YES,8/30/2007,0.23,,,
NLA06608-0849,2007,1,YES,7/31/2007,3.17,,,
NLA06608-0850,2007,1,YES,8/7/2007,3.4,,,
NLA06608-0851,2007,1,YES,6/5/2007,0.9,,,
NLA06608-0856,2007,1,YES,6/19/2007,0.98,,,
NLA06608-0857,2007,1,YES,6/22/2007,1.15,,,
NLA06608-0859,2007,1,YES,7/5/2007,1.25,,,
NLA06608-0860,2007,1,YES,7/19/2007,0.32,,,
NLA06608-0860,2007,2,YES,8/21/2007,0.35,,,
NLA06608-0862,2007,1,YES,8/8/2007,2.75,,,
NLA06608-0863,2007,1,YES,7/2/2007,1.04,,,
NLA06608-0864,2007,1,YES,6/25/2007,1.2,,,
NLA06608-0865,2007,1,YES,9/12/2007,0.45,,,
NLA06608-0868,2007,1,YES,8/18/2007,0.45,,,
NLA06608-0869,2007,1,YES,8/9/2007,0.88,,,
NLA06608-0870,2007,1,YES,8/9/2007,12.51,,,
NLA06608-0871,2007,1,YES,7/12/2007,0.15,,,
NLA06608-0872,2007,1,YES,6/21/2007,0.13,,,
NLA06608-0873,2007,1,YES,6/20/2007,0.14,,,
NLA06608-0874,2007,1,YES,8/30/2007,1.35,,,
NLA06608-0875,2007,1,YES,9/14/2007,1.75,,,
NLA06608-0877,2007,1,YES,9/13/2007,0.78,,,
NLA06608-0878,2007,1,YES,8/1/2007,1.65,,,
NLA06608-0880,2007,1,YES,7/17/2007,0.25,,,
NLA06608-0881,2007,1,YES,7/30/2007,1.19,,,
NLA06608-0885,2007,1,YES,7/11/2007,0.56,,,
NLA06608-0889,2007,1,YES,7/11/2007,0.29,,,
NLA06608-0890,2007,1,YES,7/30/2007,3.5,,,
NLA06608-0891,2007,1,YES,8/18/2007,0.2,,,
NLA06608-0893,2007,1,YES,6/28/2007,1.28,,,0952 HRS
NLA06608-0895,2007,1,YES,7/9/2007,0.2,,,
NLA06608-0899,2007,1,YES,6/20/2007,0.55,,,
NLA06608-0900,2007,1,YES,6/18/2007,1.2,,,
NLA06608-0904,2007,1,YES,7/31/2007,0.3,,,
NLA06608-0905,2007,1,YES,6/21/2007,8.9,,,
NLA06608-0906,2007,1,YES,6/12/2007,7.45,,,
NLA06608-0913,2007,1,YES,9/6/2007,1.89,,,"WITH SCOPE: DISAPPEARS AT 2.84M, REAPPEARS AT 2.59M"
NLA06608-0914,2007,1,YES,8/2/2007,5.53,,,
NLA06608-0915,2007,1,YES,8/8/2007,0.85,,,
NLA06608-0916,2007,1,YES,8/8/2007,0.6,,,
NLA06608-0918,2007,1,YES,8/14/2007,2.87,,,
NLA06608-0921,2007,1,YES,6/25/2007,0.78,,,
NLA06608-0922,2007,1,YES,6/8/2007,1.45,,,
NLA06608-0924,2007,1,YES,8/12/2007,0.23,,,
NLA06608-0925,2007,1,YES,10/3/2007,11.88,,,
NLA06608-0926,2007,1,YES,8/6/2007,6.7,,,
NLA06608-0927,2007,1,YES,8/15/2007,2.75,,,
NLA06608-0929,2007,1,YES,6/16/2007,4.3,,,
NLA06608-0930,2007,1,YES,8/21/2007,6.45,,,
NLA06608-0933,2007,1,YES,7/31/2007,1.04,,,
NLA06608-0934,2007,1,YES,8/28/2007,36.71,,,
NLA06608-0935,2007,1,YES,8/6/2007,1.15,,,OVERCAST DAY
NLA06608-0938,2007,1,YES,8/7/2007,1.46,,,
NLA06608-0940,2007,1,YES,8/17/2007,1.38,,,
NLA06608-0942,2007,1,YES,7/10/2007,4.05,,,
NLA06608-0943,2007,1,YES,9/11/2007,3.05,,,
NLA06608-0944,2007,1,YES,6/24/2007,0.04,,,
NLA06608-0946,2007,1,YES,8/14/2007,1.77,,,ACTUAL DEPTH 2.07M
NLA06608-0950,2007,1,YES,8/2/2007,5.55,,,
NLA06608-0955,2007,1,YES,6/3/2007,2.75,,,
NLA06608-0957,2007,1,YES,6/21/2007,4.28,,,
NLA06608-0958,2007,1,YES,8/15/2007,1.65,,,
NLA06608-0961,2007,1,YES,7/25/2007,3.53,,,
NLA06608-0962,2007,1,YES,7/17/2007,6.2,,,
NLA06608-0967,2007,1,YES,7/30/2007,0.58,,,
NLA06608-0968,2007,1,YES,8/1/2007,0.32,,,
NLA06608-0970,2007,1,YES,6/10/2007,5.5,,,
NLA06608-0971,2007,1,YES,7/26/2007,1.27,,,
NLA06608-0972,2007,1,YES,7/9/2007,0.1,,,
NLA06608-0974,2007,1,YES,7/16/2007,5.45,,,
NLA06608-0979,2007,1,YES,5/30/2007,3.52,,,
NLA06608-0980,2007,1,YES,7/12/2007,0.4,,,
NLA06608-0982,2007,1,YES,8/14/2007,4.5,,,
NLA06608-0984,2007,1,YES,9/26/2007,0.38,,,
NLA06608-0986,2007,1,YES,7/18/2007,2.46,,,
NLA06608-0987,2007,1,YES,7/30/2007,0.85,,,
NLA06608-0989,2007,1,YES,7/31/2007,0.4,,,
NLA06608-0990,2007,1,YES,7/30/2007,1.05,,,
NLA06608-0993,2007,1,YES,9/20/2007,8.4,,,
NLA06608-0994,2007,1,YES,8/23/2007,3.15,,,
NLA06608-0996,2007,1,"YES, CLEAR TO BOTTOM",6/26/2007,,Y,,
NLA06608-0997,2007,1,YES,8/3/2007,5.55,,,
NLA06608-1001,2007,1,YES,6/15/2007,1.1,,,
NLA06608-1002,2007,1,"YES, CLEAR TO BOTTOM",6/28/2007,,Y,, -ATH:Clear to Bottom Secchi numbers set to missing
NLA06608-1003,2007,1,YES,7/23/2007,3.55,,,
NLA06608-1005,2007,1,YES,7/19/2007,0.83,,,
NLA06608-1006,2007,1,YES,6/19/2007,0.38,,,
NLA06608-1007,2007,1,YES,8/2/2007,1.5,,,
NLA06608-1008,2007,1,YES,7/12/2007,4.75,,,
NLA06608-1010,2007,1,YES,8/9/2007,1.2,,,
NLA06608-1012,2007,1,YES,10/17/2007,1.6,,,
NLA06608-1014,2007,1,YES,9/13/2007,4.2,,,
NLA06608-1015,2007,1,YES,8/14/2007,0.42,,,
NLA06608-1016,2007,1,YES,7/23/2007,0.6,,,
NLA06608-1018,2007,1,YES,8/2/2007,1,,,
NLA06608-1022,2007,1,YES,7/10/2007,0.38,,,
NLA06608-1024,2007,1,YES,8/7/2007,1.46,,,
NLA06608-1034,2007,1,YES,8/16/2007,4.45,,,
NLA06608-1035,2007,1,YES,8/14/2007,0.24,,,
NLA06608-1036,2007,1,YES,6/14/2007,0.55,,,
NLA06608-1037,2007,1,YES,9/5/2007,1.05,,,
NLA06608-1038,2007,1,YES,8/3/2007,1.6,,,
NLA06608-1039,2007,1,YES,8/28/2007,0.23,,,
NLA06608-1041,2007,1,YES,8/16/2007,3.53,,,
NLA06608-1044,2007,1,YES,7/10/2007,1.15,,,
NLA06608-1045,2007,1,YES,8/29/2007,7.3,,,
NLA06608-1047,2007,1,YES,6/26/2007,2.27,,,
NLA06608-1052,2007,1,YES,6/27/2007,0.78,,,
NLA06608-1055,2007,1,YES,7/24/2007,0.54,,,
NLA06608-1056,2007,1,YES,9/27/2007,2.08,,,
