PUBLICATION_DATE,TAXA_ID,ASSEMBLAGE_NAME,CLASS,FAMILY,FFG,GENUS,HABIT,NON_TARGET,ORDER,PHYLUM,PTV,SUBFAMILY,TARGET_TAXON,TRIBE
10/27/2015,165,INVERTEBRATES,INSECTA,POLYCENTROPODIDAE,CF,,CN,,TRICHOPTERA,ARTHROPODA,5.2,,POLYCENTROPODIDAE,
10/27/2015,166,INVERTEBRATES,INSECTA,CHIRONOMIDAE,PR,TANYPUS,SP,,DIPTERA,ARTHROPODA,6,TANYPODINAE,TANYPUS,TANYPODINI
10/27/2015,168,INVERTEBRATES,ARACHNIDA,UNIONICOLIDAE,PR,UNIONICOLA,"CB,SW",,TROMBIDIFORMES,ARTHROPODA,8,,UNIONICOLA,
10/27/2015,169,INVERTEBRATES,INSECTA,CHIRONOMIDAE,PR,XENOCHIRONOMUS,BU,,DIPTERA,ARTHROPODA,4.4,CHIRONOMINAE,XENOCHIRONOMUS,CHIRONOMINI
10/27/2015,170,INVERTEBRATES,CLITELLATA,TUBIFICIDAE,CG,AULODRILUS,SP,,HAPLOTAXIDA,ANNELIDA,6.5,,AULODRILUS,
10/27/2015,171,INVERTEBRATES,INSECTA,BAETIDAE,CG,,SW,,EPHEMEROPTERA,ARTHROPODA,4.2,,BAETIDAE,
10/27/2015,172,INVERTEBRATES,ARACHNIDA,MIDEOPSIDAE,PR,MIDEOPSIS,,,TROMBIDIFORMES,ARTHROPODA,8,,MIDEOPSIS,
10/27/2015,173,INVERTEBRATES,INSECTA,CERATOPOGONIDAE,"PR,CG",PROBEZZIA,"SP,BU,PK",,DIPTERA,ARTHROPODA,6,CERATOPOGONINAE,PROBEZZIA,
10/27/2015,174,INVERTEBRATES,INSECTA,AESHNIDAE,PR,BASIAESCHNA,CN,,ODONATA,ARTHROPODA,5.4,,BASIAESCHNA,
10/27/2015,175,INVERTEBRATES,INSECTA,,PR,,CB,,ODONATA,ARTHROPODA,5,,ODONATA,
10/27/2015,176,INVERTEBRATES,INSECTA,TABANIDAE,PR,,SP,,DIPTERA,ARTHROPODA,7.3,,TABANIDAE,
10/27/2015,177,INVERTEBRATES,INSECTA,LEPTOCERIDAE,SH,TRIAENODES,SW,,TRICHOPTERA,ARTHROPODA,4.8,LEPTOCERINAE,TRIAENODES,TRIAENODINI
10/27/2015,178,INVERTEBRATES,INSECTA,AESHNIDAE,PR,,"CB,CN",,ODONATA,ARTHROPODA,3.5,,AESHNIDAE,
10/27/2015,179,INVERTEBRATES,INSECTA,TIPULIDAE,CG,GONOMYIA,BU,,DIPTERA,ARTHROPODA,3,,GONOMYIA,
10/27/2015,180,INVERTEBRATES,INSECTA,MACROMIIDAE,,,,,ODONATA,ARTHROPODA,,,MACROMIIDAE,
10/27/2015,181,INVERTEBRATES,INSECTA,DYTISCIDAE,PR,NEOPORUS,,,COLEOPTERA,ARTHROPODA,,HYDROPORINAE,NEOPORUS,HYDROPORINI
10/27/2015,182,INVERTEBRATES,INSECTA,TIPULIDAE,"SH,CG",,BU,,DIPTERA,ARTHROPODA,3.8,,TIPULIDAE,
10/27/2015,183,INVERTEBRATES,CLITELLATA,TUBIFICIDAE,CG,BRANCHIURA,CB,,HAPLOTAXIDA,ANNELIDA,8.1,,BRANCHIURA,
10/27/2015,184,INVERTEBRATES,INSECTA,CHAOBORIDAE,PR,CHAOBORUS,SP,,DIPTERA,ARTHROPODA,8,CHAOBORINAE,CHAOBORUS,
10/27/2015,185,INVERTEBRATES,INSECTA,CHIRONOMIDAE,PR,COELOTANYPUS,BU,,DIPTERA,ARTHROPODA,6.9,TANYPODINAE,COELOTANYPUS,COELOTANYPODINI
10/27/2015,186,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,EINFELDIA,BU,,DIPTERA,ARTHROPODA,7,CHIRONOMINAE,EINFELDIA,CHIRONOMINI
10/27/2015,187,INVERTEBRATES,INSECTA,CHIRONOMIDAE,PR,GUTTIPELOPIA,SP,,DIPTERA,ARTHROPODA,5,TANYPODINAE,GUTTIPELOPIA,PENTANEURINI
10/27/2015,188,INVERTEBRATES,BIVALVIA,PISIDIIDAE,CF,MUSCULIUM,BU,,VENEROIDA,MOLLUSCA,,,MUSCULIUM,
10/27/2015,189,INVERTEBRATES,INSECTA,NOTERIDAE,"PR,CG",,"SW,BU,CB",,COLEOPTERA,ARTHROPODA,,,NOTERIDAE,
10/27/2015,190,INVERTEBRATES,INSECTA,SIALIDAE,PR,SIALIS,BU,,MEGALOPTERA,ARTHROPODA,4,,SIALIS,
10/27/2015,191,INVERTEBRATES,INSECTA,CERATOPOGONIDAE,"PR,CG",SPHAEROMIAS,"SP,BU,PK",,DIPTERA,ARTHROPODA,6,CERATOPOGONINAE,SPHAEROMIAS,
10/27/2015,192,INVERTEBRATES,CLITELLATA,NAIDIDAE,CG,HAEMONAIS,,,HAPLOTAXIDA,ANNELIDA,8,,HAEMONAIS,
10/27/2015,193,INVERTEBRATES,BIVALVIA,UNIONIDAE,CF,,BU,,UNIONOIDA,MOLLUSCA,7.2,,UNIONIDAE,
10/27/2015,194,INVERTEBRATES,BIVALVIA,,,,,,UNIONOIDA,MOLLUSCA,,,UNIONOIDA,
10/27/2015,195,INVERTEBRATES,BIVALVIA,,,,,,VENEROIDA,MOLLUSCA,,,VENEROIDA,
10/27/2015,196,INVERTEBRATES,MALACOSTRACA,,CG,,SP,,AMPHIPODA,ARTHROPODA,4.7,,AMPHIPODA,
10/27/2015,197,INVERTEBRATES,INSECTA,CAENIDAE,"CG,SH",BRACHYCERCUS,SP,,EPHEMEROPTERA,ARTHROPODA,7,,BRACHYCERCUS,
10/27/2015,198,INVERTEBRATES,MALACOSTRACA,CAMBARIDAE,CG,,SP,,DECAPODA,ARTHROPODA,6,,CAMBARIDAE,
10/27/2015,199,INVERTEBRATES,CLITELLATA,NAIDIDAE,,CHAETOGASTER,,,HAPLOTAXIDA,ANNELIDA,,,CHAETOGASTER,
10/27/2015,200,INVERTEBRATES,GASTROPODA,,SC,,CB,,,MOLLUSCA,7,,GASTROPODA,
10/27/2015,201,INVERTEBRATES,INSECTA,EPHEMERIDAE,CG,HEXAGENIA,BU,,EPHEMEROPTERA,ARTHROPODA,4.3,,HEXAGENIA,
10/27/2015,202,INVERTEBRATES,ARACHNIDA,HYGROBATIDAE,PR,HYGROBATES,CB,,TROMBIDIFORMES,ARTHROPODA,8,,HYGROBATES,
10/27/2015,203,INVERTEBRATES,INSECTA,LEPTOPHLEBIIDAE,CG,,CN,,EPHEMEROPTERA,ARTHROPODA,2.1,,LEPTOPHLEBIIDAE,
10/27/2015,204,INVERTEBRATES,MALACOSTRACA,ASELLIDAE,CG,LIRCEUS,SP,,ISOPODA,ARTHROPODA,8,,LIRCEUS,
10/27/2015,205,INVERTEBRATES,INSECTA,LEPTOCERIDAE,SH,NECTOPSYCHE,"CB,SP",,TRICHOPTERA,ARTHROPODA,3.3,LEPTOCERINAE,NECTOPSYCHE,NECTOPSYCHINI
10/27/2015,206,INVERTEBRATES,ARACHNIDA,PIONIDAE,PR,PIONA,,,TROMBIDIFORMES,ARTHROPODA,8,,PIONA,
10/27/2015,207,INVERTEBRATES,INSECTA,ELMIDAE,SC,STENELMIS,CN,,COLEOPTERA,ARTHROPODA,4.8,,STENELMIS,
10/27/2015,208,INVERTEBRATES,INSECTA,HEPTAGENIIDAE,SC,STENONEMA,CN,,EPHEMEROPTERA,ARTHROPODA,3.4,,STENONEMA,
10/27/2015,209,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,PAGASTIELLA,SP,,DIPTERA,ARTHROPODA,2,CHIRONOMINAE,PAGASTIELLA,CHIRONOMINI
10/27/2015,210,INVERTEBRATES,ARACHNIDA,KRENDOWSKIIDAE,,KRENDOWSKIA,,,TROMBIDIFORMES,ARTHROPODA,,,KRENDOWSKIA,
10/27/2015,211,INVERTEBRATES,ARACHNIDA,HYDRYPHANTIDAE,PR,,"CB,SW",,TROMBIDIFORMES,ARTHROPODA,8,,HYDRYPHANTIDAE,
10/27/2015,212,INVERTEBRATES,ARACHNIDA,,PR,,,,SARCOPTIFORMES,ARTHROPODA,8,,SARCOPTIFORMES,
10/27/2015,214,INVERTEBRATES,INSECTA,EMPIDIDAE,PR,HEMERODROMIA,SP,,DIPTERA,ARTHROPODA,6,HEMERODROMIINAE,HEMERODROMIA,HEMERODROMIINI
10/27/2015,215,INVERTEBRATES,GASTROPODA,THIARIDAE,SC,MELANOIDES,,,NEOTAENIOGLOSSA,MOLLUSCA,,,MELANOIDES,
10/27/2015,216,INVERTEBRATES,GASTROPODA,PLANORBIDAE,SC,PLANORBELLA,CB,,BASOMMATOPHORA,MOLLUSCA,7.8,,PLANORBELLA,
10/27/2015,217,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,APEDILUM,"SP,BU",,DIPTERA,ARTHROPODA,,CHIRONOMINAE,APEDILUM,CHIRONOMINI
10/27/2015,219,INVERTEBRATES,INSECTA,EPHYDRIDAE,CG,,BU,,DIPTERA,ARTHROPODA,5.9,,EPHYDRIDAE,
10/27/2015,220,INVERTEBRATES,CLITELLATA,GLOSSIPHONIIDAE,PA,THEROMYZON,,,RHYNCHOBDELLIDA,ANNELIDA,,,THEROMYZON,
10/27/2015,221,INVERTEBRATES,CLITELLATA,BRANCHIOBDELLIDAE,,,,,BRANCHIOBDELLIDA,ANNELIDA,,,BRANCHIOBDELLIDAE,
10/27/2015,222,INVERTEBRATES,MALACOSTRACA,GAMMARIDAE,"CG,SH",GAMMARUS,SP,,AMPHIPODA,ARTHROPODA,5.7,,GAMMARUS,
10/27/2015,223,INVERTEBRATES,MALACOSTRACA,CAMBARIDAE,"CG,SH",ORCONECTES,SP,,DECAPODA,ARTHROPODA,6.9,CAMBARINAE,ORCONECTES,
10/27/2015,224,INVERTEBRATES,CLITELLATA,ENCHYTRAEIDAE,CG,,BU,,HAPLOTAXIDA,ANNELIDA,9,,ENCHYTRAEIDAE,
10/27/2015,225,INVERTEBRATES,INSECTA,STRATIOMYIDAE,,HEDRIODISCUS/ODONTOMYIA,,,DIPTERA,ARTHROPODA,,,HEDRIODISCUS/ODONTOMYIA,
10/27/2015,226,INVERTEBRATES,INSECTA,HYDROSCAPHIDAE,SC,HYDROSCAPHA,CN,,COLEOPTERA,ARTHROPODA,,,HYDROSCAPHA,
10/27/2015,227,INVERTEBRATES,GASTROPODA,ANCYLIDAE,SC,FERRISSIA,CB,,BASOMMATOPHORA,MOLLUSCA,5.5,,FERRISSIA,
10/27/2015,228,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,HARNISCHIA,"BU,CB",,DIPTERA,ARTHROPODA,8,CHIRONOMINAE,HARNISCHIA,CHIRONOMINI
10/27/2015,229,INVERTEBRATES,INSECTA,DYTISCIDAE,PR,HYGROTUS,SW,,COLEOPTERA,ARTHROPODA,4,HYDROPORINAE,HYGROTUS,HYGROTINI
10/27/2015,230,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,MICROCHIRONOMUS,BU,,DIPTERA,ARTHROPODA,,CHIRONOMINAE,MICROCHIRONOMUS,CHIRONOMINI
10/27/2015,233,INVERTEBRATES,GASTROPODA,PLANORBIDAE,SC,BIOMPHALARIA,CB,,BASOMMATOPHORA,MOLLUSCA,,,BIOMPHALARIA,
10/27/2015,234,INVERTEBRATES,INSECTA,HYDROPHILIDAE,CG,ENOCHRUS,BU,,COLEOPTERA,ARTHROPODA,6.5,HYDROPHILINAE,ENOCHRUS,HYDROPHILINI
10/27/2015,235,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,GOELDICHIRONOMUS,BU,,DIPTERA,ARTHROPODA,0,CHIRONOMINAE,GOELDICHIRONOMUS,CHIRONOMINI
10/27/2015,236,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,ENDOTRIBELOS,"BU,CN",,DIPTERA,ARTHROPODA,,CHIRONOMINAE,ENDOTRIBELOS,CHIRONOMINI
10/27/2015,237,INVERTEBRATES,GASTROPODA,LYMNAEIDAE,CG,RADIX,CB,,BASOMMATOPHORA,MOLLUSCA,6.6,LYMNAEINAE,RADIX,
10/27/2015,238,INVERTEBRATES,INSECTA,LIBELLULIDAE,PR,SYMPETRUM,SP,,ODONATA,ARTHROPODA,8.2,,SYMPETRUM,
10/27/2015,239,INVERTEBRATES,INSECTA,COENAGRIONIDAE,,COENAGRION/ENALLAGMA,,,ODONATA,ARTHROPODA,,,COENAGRION/ENALLAGMA,
10/27/2015,240,INVERTEBRATES,INSECTA,DYTISCIDAE,PR,,"CB,SW",,COLEOPTERA,ARTHROPODA,5.1,,DYTISCIDAE,
10/27/2015,241,INVERTEBRATES,GASTROPODA,PLANORBIDAE,SC,HELISOMA,CB,,BASOMMATOPHORA,MOLLUSCA,5.7,,HELISOMA,
10/27/2015,242,INVERTEBRATES,INSECTA,CHIRONOMIDAE,SC,HYDROBAENUS,SP,,DIPTERA,ARTHROPODA,8.5,ORTHOCLADIINAE,HYDROBAENUS,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,243,INVERTEBRATES,CLITELLATA,TUBIFICIDAE,,QUISTRADRILUS,,,HAPLOTAXIDA,ANNELIDA,,,QUISTRADRILUS,
10/27/2015,248,INVERTEBRATES,INSECTA,CORIXIDAE,PR,,SW,Y,HEMIPTERA,ARTHROPODA,8.1,,CORIXIDAE,
10/27/2015,252,INVERTEBRATES,INSECTA,CULICIDAE,CG,,SW,,DIPTERA,ARTHROPODA,7.7,,CULICIDAE,
10/27/2015,255,INVERTEBRATES,GASTROPODA,PLANORBIDAE,SC,MENETUS,CB,,BASOMMATOPHORA,MOLLUSCA,7.6,,MENETUS,
10/27/2015,256,INVERTEBRATES,INSECTA,MESOVELIIDAE,PR,MESOVELIA,,Y,HEMIPTERA,ARTHROPODA,,,MESOVELIA,
10/27/2015,257,INVERTEBRATES,INSECTA,NOTONECTIDAE,PR,NOTONECTA,"CB, SW",Y,HEMIPTERA,ARTHROPODA,10,NOTONECTINAE,NOTONECTA,NOTONECTINI
10/27/2015,258,INVERTEBRATES,INSECTA,GOMPHIDAE,PR,OCTOGOMPHUS,BU,,ODONATA,ARTHROPODA,1,,OCTOGOMPHUS,
10/27/2015,259,INVERTEBRATES,CLITELLATA,NAIDIDAE,,OPHIDONAIS,,,HAPLOTAXIDA,ANNELIDA,6.5,,OPHIDONAIS,
10/27/2015,260,INVERTEBRATES,OSTRACODA,,,,,,,ARTHROPODA,,,OSTRACODA,
10/27/2015,266,INVERTEBRATES,INSECTA,CHIRONOMIDAE,"CG,SH",PSECTROCLADIUS,SP,,DIPTERA,ARTHROPODA,7,ORTHOCLADIINAE,PSECTROCLADIUS,
10/27/2015,267,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,STEMPELLINA,CB,,DIPTERA,ARTHROPODA,0,CHIRONOMINAE,STEMPELLINA,TANYTARSINI
10/27/2015,268,INVERTEBRATES,INSECTA,CHIRONOMIDAE,PR,,BU,,DIPTERA,ARTHROPODA,7,TANYPODINAE,TANYPODINAE,
10/27/2015,270,INVERTEBRATES,INSECTA,CORIXIDAE,PR,CORISELLA,SW,Y,HEMIPTERA,ARTHROPODA,8,CORIXINAE,CORISELLA,CORIXINI
10/27/2015,272,INVERTEBRATES,INSECTA,CORIXIDAE,PR,PALMACORIXA,SW,Y,HEMIPTERA,ARTHROPODA,6,CORIXINAE,PALMACORIXA,
10/27/2015,275,INVERTEBRATES,INSECTA,CORIXIDAE,PR,TRICHOCORIXA,SW,Y,HEMIPTERA,ARTHROPODA,6.4,CORIXINAE,TRICHOCORIXA,CORIXINI
10/27/2015,276,INVERTEBRATES,INSECTA,LEPIDOSTOMATIDAE,SH,LEPIDOSTOMA,CB,,TRICHOPTERA,ARTHROPODA,3,LEPIDOSTOMATINAE,LEPIDOSTOMA,
10/27/2015,278,INVERTEBRATES,INSECTA,AESHNIDAE,PR,ANAX,CN,,ODONATA,ARTHROPODA,4,,ANAX,
10/27/2015,282,INVERTEBRATES,INSECTA,CHIRONOMIDAE,PR,THIENEMANNIMYIA,SP,,DIPTERA,ARTHROPODA,,TANYPODINAE,THIENEMANNIMYIA GENUS GR.,PENTANEURINI
10/27/2015,283,INVERTEBRATES,INSECTA,STAPHYLINIDAE,,,,,COLEOPTERA,ARTHROPODA,,,STAPHYLINIDAE,
10/27/2015,287,INVERTEBRATES,CLITELLATA,LUMBRICULIDAE,CG,LUMBRICULUS,,,LUMBRICULIDA,ANNELIDA,,,LUMBRICULUS,
10/27/2015,310,INVERTEBRATES,CLITELLATA,TUBIFICIDAE,CG,,CN,,HAPLOTAXIDA,ANNELIDA,9,,TUBIFICIDAE,
10/27/2015,312,INVERTEBRATES,GASTROPODA,LYMNAEIDAE,SC,LYMNAEA,CB,,BASOMMATOPHORA,MOLLUSCA,2.6,LYMNAEINAE,LYMNAEA,
10/27/2015,315,INVERTEBRATES,BIVALVIA,PISIDIIDAE,"CF,CG",SPHAERIUM,BU,,VENEROIDA,MOLLUSCA,8,SPHAERIINAE,SPHAERIUM,
10/27/2015,316,INVERTEBRATES,INSECTA,LIBELLULIDAE,PR,TRAMEA,SP,,ODONATA,ARTHROPODA,,,TRAMEA,
10/27/2015,324,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,STICTOCHIRONOMUS,BU,,DIPTERA,ARTHROPODA,5,CHIRONOMINAE,STICTOCHIRONOMUS,CHIRONOMINI
10/27/2015,325,INVERTEBRATES,INSECTA,LIMNEPHILIDAE,CG,ECCLISOMYIA,,,TRICHOPTERA,ARTHROPODA,2,,ECCLISOMYIA,
10/27/2015,326,INVERTEBRATES,INSECTA,PSEPHENIDAE,,EUBRIANAX,,,COLEOPTERA,ARTHROPODA,,,EUBRIANAX,
10/27/2015,327,INVERTEBRATES,INSECTA,SERICOSTOMATIDAE,SH,GUMAGA,SP,,TRICHOPTERA,ARTHROPODA,1.1,,GUMAGA,
10/27/2015,328,INVERTEBRATES,INSECTA,LIMNEPHILIDAE,SH,,CB,,TRICHOPTERA,ARTHROPODA,4.5,,LIMNEPHILIDAE,
10/27/2015,330,INVERTEBRATES,INSECTA,LIBELLULIDAE,,PLATHEMIS,,,ODONATA,ARTHROPODA,,,PLATHEMIS,
10/27/2015,331,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,,BU,,DIPTERA,ARTHROPODA,5,ORTHOCLADIINAE,ORTHOCLADIINAE,
10/27/2015,333,INVERTEBRATES,CLITELLATA,NAIDIDAE,CG,,BU,,HAPLOTAXIDA,ANNELIDA,9,,NAIDIDAE,
10/27/2015,334,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,ALOTANYPUS,BU,,DIPTERA,ARTHROPODA,,TANYPODINAE,ALOTANYPUS,MACROPELOPIINI
10/27/2015,335,INVERTEBRATES,INSECTA,CHIRONOMIDAE,"CG,CF",,BU,,DIPTERA,ARTHROPODA,6.2,,CHIRONOMIDAE,
10/27/2015,336,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,,,,DIPTERA,ARTHROPODA,6,CHIRONOMINAE,CHIRONOMINAE,CHIRONOMINI
10/27/2015,337,INVERTEBRATES,INSECTA,CORIXIDAE,PI,HESPEROCORIXA,SW,Y,HEMIPTERA,ARTHROPODA,,CORIXINAE,HESPEROCORIXA,CORIXINI
10/27/2015,338,INVERTEBRATES,INSECTA,EPHYDRIDAE,,HYDRELLIA,,,DIPTERA,ARTHROPODA,,,HYDRELLIA,
10/27/2015,339,INVERTEBRATES,ARACHNIDA,LIMNOCHARIDAE,PR,LIMNOCHARES,CB,,TROMBIDIFORMES,ARTHROPODA,8,,LIMNOCHARES,
10/27/2015,340,INVERTEBRATES,INSECTA,NOTONECTIDAE,PR,,SW,Y,HEMIPTERA,ARTHROPODA,7,,NOTONECTIDAE,
10/27/2015,342,INVERTEBRATES,INSECTA,CHIRONOMIDAE,PR,ZAVRELIMYIA,SP,,DIPTERA,ARTHROPODA,8.5,TANYPODINAE,ZAVRELIMYIA,PENTANEURINI
10/27/2015,343,INVERTEBRATES,INSECTA,AESHNIDAE,"CF,CG,PR",AESHNA,CB,,ODONATA,ARTHROPODA,3,,AESHNA,
10/27/2015,344,INVERTEBRATES,INSECTA,LESTIDAE,,ARCHILESTES,,,ODONATA,ARTHROPODA,,,ARCHILESTES,
10/27/2015,346,INVERTEBRATES,INSECTA,CERATOPOGONIDAE,"PR,CG",SERROMYIA,"SP,BU,PK",,DIPTERA,ARTHROPODA,6,CERATOPOGONINAE,SERROMYIA,
10/27/2015,347,INVERTEBRATES,INSECTA,SIPHLONURIDAE,"CG,SH",SIPHLONURUS,SW,,EPHEMEROPTERA,ARTHROPODA,7,,SIPHLONURUS,
10/27/2015,349,INVERTEBRATES,INSECTA,DYTISCIDAE,SH,OREODYTES,SW,,COLEOPTERA,ARTHROPODA,5,HYDROPORINAE,OREODYTES,HYDROPORINI
10/27/2015,350,INVERTEBRATES,INSECTA,CORIXIDAE,PI,SIGARA,SW,Y,HEMIPTERA,ARTHROPODA,,CORIXINAE,SIGARA,CORIXINI
10/27/2015,351,INVERTEBRATES,CLITELLATA,ERPOBDELLIDAE,PR,,SP,,ARHYNCHOBDELLIDA,ANNELIDA,8,,ERPOBDELLIDAE,
10/27/2015,352,INVERTEBRATES,CLITELLATA,GLOSSIPHONIIDAE,PR,,SP,,RHYNCHOBDELLIDA,ANNELIDA,7.3,,GLOSSIPHONIIDAE,
10/27/2015,353,INVERTEBRATES,MALACOSTRACA,COROPHIIDAE,CG,AMERICOROPHIUM,,,AMPHIPODA,ARTHROPODA,,,AMERICOROPHIUM,
10/27/2015,354,INVERTEBRATES,INSECTA,CHIRONOMIDAE,PR,,,,DIPTERA,ARTHROPODA,,TANYPODINAE,MACROPELOPIINI,MACROPELOPIINI
10/27/2015,355,INVERTEBRATES,ARACHNIDA,HYGROBATIDAE,PR,ATRACTIDES,CB,,TROMBIDIFORMES,ARTHROPODA,8,,ATRACTIDES,
10/27/2015,356,INVERTEBRATES,INSECTA,DOLICHOPODIDAE,PR,,BU,,DIPTERA,ARTHROPODA,4.6,,DOLICHOPODIDAE,
10/27/2015,358,INVERTEBRATES,CLITELLATA,NAIDIDAE,,ARCTEONAIS,,,HAPLOTAXIDA,ANNELIDA,,,ARCTEONAIS,
10/27/2015,360,INVERTEBRATES,ARACHNIDA,HYDRYPHANTIDAE,,PROTZIA,,,TROMBIDIFORMES,ARTHROPODA,,,PROTZIA,
10/27/2015,362,INVERTEBRATES,INSECTA,,CG,,,,EPHEMEROPTERA,ARTHROPODA,3.8,,EPHEMEROPTERA,
10/27/2015,363,INVERTEBRATES,INSECTA,,CG,,CB,,DIPTERA,ARTHROPODA,7.3,,DIPTERA,
10/27/2015,364,INVERTEBRATES,MALACOSTRACA,CAMBARIDAE,CG,PROCAMBARUS,SP,,DECAPODA,ARTHROPODA,6,CAMBARINAE,PROCAMBARUS,
10/27/2015,365,INVERTEBRATES,GASTROPODA,HYDROBIIDAE,,PYRGULOPSIS,,,NEOTAENIOGLOSSA,MOLLUSCA,,,PYRGULOPSIS,
10/27/2015,366,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,TRIBELOS,BU,,DIPTERA,ARTHROPODA,5.1,CHIRONOMINAE,TRIBELOS,CHIRONOMINI
10/27/2015,367,INVERTEBRATES,MALACOSTRACA,MYSIDAE,,NEOMYSIS,,,MYSIDACEA,ARTHROPODA,,,NEOMYSIS,
10/27/2015,368,INVERTEBRATES,INSECTA,CRAMBIDAE,SC,PETROPHILA,CB,,LEPIDOPTERA,ARTHROPODA,5,NYMPHULINAE,PETROPHILA,ARGYRACTINI
10/27/2015,371,INVERTEBRATES,INSECTA,BAETIDAE,CG,CENTROPTILUM,SW,,EPHEMEROPTERA,ARTHROPODA,2,,CENTROPTILUM,
10/27/2015,373,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,HETEROTRISSOCLADIUS,SP,,DIPTERA,ARTHROPODA,4,ORTHOCLADIINAE,HETEROTRISSOCLADIUS,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,374,INVERTEBRATES,GASTROPODA,VALVATIDAE,SC,VALVATA,CB,,HETEROSTROPHA,MOLLUSCA,,,VALVATA,
10/27/2015,375,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,MONODIAMESA,BU,,DIPTERA,ARTHROPODA,2,PRODIAMESINAE,MONODIAMESA,
10/27/2015,376,INVERTEBRATES,INSECTA,CHIRONOMIDAE,PR,PARAMERINA,SP,,DIPTERA,ARTHROPODA,2.8,TANYPODINAE,PARAMERINA,PENTANEURINI
10/27/2015,377,INVERTEBRATES,INSECTA,BAETIDAE,CG,PROCLOEON,SW,,EPHEMEROPTERA,ARTHROPODA,8.7,,PROCLOEON,
10/27/2015,378,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,THIENEMANNIMYIA,,,DIPTERA,ARTHROPODA,,TANYPODINAE,THIENEMANNIMYIA,PENTANEURINI
10/27/2015,379,INVERTEBRATES,CLITELLATA,NAIDIDAE,CG,UNCINAIS,,,HAPLOTAXIDA,ANNELIDA,,,UNCINAIS,
