PUBLICATION_DATE,TAXA_ID,ASSEMBLAGE_NAME,CLASS,FAMILY,FFG,GENUS,HABIT,NON_TARGET,ORDER,PHYLUM,PTV,SUBFAMILY,TARGET_TAXON,TRIBE
10/27/2015,380,INVERTEBRATES,INSECTA,LIMNEPHILIDAE,SH,LIMNEPHILUS,"SP,CB",,TRICHOPTERA,ARTHROPODA,4,,LIMNEPHILUS,
10/27/2015,381,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,LIMNOPHYES,SP,,DIPTERA,ARTHROPODA,1,ORTHOCLADIINAE,LIMNOPHYES,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,382,INVERTEBRATES,INSECTA,CORDULIIDAE,PR,SOMATOCHLORA,"SP,CB",,ODONATA,ARTHROPODA,1.6,,SOMATOCHLORA,
10/27/2015,383,INVERTEBRATES,INSECTA,DYTISCIDAE,PR,STICTOTARSUS,SW,,COLEOPTERA,ARTHROPODA,,HYDROPORINAE,STICTOTARSUS,
10/27/2015,384,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,CORYNONEURA,SP,,DIPTERA,ARTHROPODA,3.5,ORTHOCLADIINAE,CORYNONEURA,CORYNONEURINI
10/27/2015,385,INVERTEBRATES,INSECTA,PHRYGANEIDAE,SH,,CB,,TRICHOPTERA,ARTHROPODA,4.2,,PHRYGANEIDAE,
10/27/2015,386,INVERTEBRATES,CLITELLATA,TUBIFICIDAE,CG,ILYODRILUS,,,HAPLOTAXIDA,ANNELIDA,10,,ILYODRILUS,
10/27/2015,387,INVERTEBRATES,INSECTA,LIMNEPHILIDAE,SH,ONOCOSMOECUS,"CN,SP",,TRICHOPTERA,ARTHROPODA,4,,ONOCOSMOECUS,
10/27/2015,388,INVERTEBRATES,INSECTA,POLYCENTROPODIDAE,,POLYCENTROPUS,,,TRICHOPTERA,ARTHROPODA,,,POLYCENTROPUS,
10/27/2015,390,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,MICROPSECTRA,"CB,CN,SP",,DIPTERA,ARTHROPODA,6,CHIRONOMINAE,MICROPSECTRA,TANYTARSINI
10/27/2015,391,INVERTEBRATES,INSECTA,LEPTOPHLEBIIDAE,CG,PARALEPTOPHLEBIA,SW,,EPHEMEROPTERA,ARTHROPODA,1,,PARALEPTOPHLEBIA,
10/27/2015,392,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,PSEUDODIAMESA,SP,,DIPTERA,ARTHROPODA,7.4,DIAMESINAE,PSEUDODIAMESA,DIAMESINI
10/27/2015,393,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,SYNORTHOCLADIUS,,,DIPTERA,ARTHROPODA,3.1,ORTHOCLADIINAE,SYNORTHOCLADIUS,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,394,INVERTEBRATES,INSECTA,DYTISCIDAE,PR,,,,COLEOPTERA,ARTHROPODA,,COLYMBETINAE,COLYMBETINAE,
10/27/2015,395,INVERTEBRATES,GASTROPODA,LYMNAEIDAE,"CG,SC",FOSSARIA,CB,,BASOMMATOPHORA,MOLLUSCA,6,LYMNAEINAE,FOSSARIA,
10/27/2015,396,INVERTEBRATES,INSECTA,DYTISCIDAE,PR,HYDROPORUS,SW,,COLEOPTERA,ARTHROPODA,5,HYDROPORINAE,HYDROPORUS,HYDROPORINI
10/27/2015,397,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,ODONTOMESA,SP,,DIPTERA,ARTHROPODA,5,PRODIAMESINAE,ODONTOMESA,
10/27/2015,398,INVERTEBRATES,CLITELLATA,,,,,,OPISTHOPORA,ANNELIDA,,,OPISTHOPORA,
10/27/2015,399,INVERTEBRATES,INSECTA,LIMNEPHILIDAE,,PHILARCTUS,,,TRICHOPTERA,ARTHROPODA,,,PHILARCTUS,
10/27/2015,400,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,SERGENTIA,,,DIPTERA,ARTHROPODA,,CHIRONOMINAE,SERGENTIA,CHIRONOMINI
10/27/2015,401,INVERTEBRATES,INSECTA,HYDROPTILIDAE,"CF,CG",AGRAYLEA,CB,,TRICHOPTERA,ARTHROPODA,4,HYDROPTILINAE,AGRAYLEA,HYDROPTILINI
10/27/2015,402,INVERTEBRATES,ARACHNIDA,HYGROBATIDAE,,,,,TROMBIDIFORMES,ARTHROPODA,,,HYGROBATIDAE,
10/27/2015,403,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,PROTANYPUS,,,DIPTERA,ARTHROPODA,,DIAMESINAE,PROTANYPUS,PROTANYPINI
10/27/2015,404,INVERTEBRATES,CLITELLATA,NAIDIDAE,CG,VEJDOVSKYELLA,,,HAPLOTAXIDA,ANNELIDA,,,VEJDOVSKYELLA,
10/27/2015,405,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,STEMPELLINELLA,"CB,CN",,DIPTERA,ARTHROPODA,2,CHIRONOMINAE,STEMPELLINELLA,TANYTARSINI
10/27/2015,406,INVERTEBRATES,ARACHNIDA,HYDRYPHANTIDAE,PR,HYDRYPHANTES,SW,,TROMBIDIFORMES,ARTHROPODA,8,,HYDRYPHANTES,
10/27/2015,407,INVERTEBRATES,INSECTA,ELMIDAE,SC,OPTIOSERVUS,,,COLEOPTERA,ARTHROPODA,4,,OPTIOSERVUS,
10/27/2015,408,INVERTEBRATES,ARACHNIDA,PIONIDAE,,TIPHYS,,,TROMBIDIFORMES,ARTHROPODA,,,TIPHYS,
10/27/2015,409,INVERTEBRATES,INSECTA,,CG,,SP,,TRICHOPTERA,ARTHROPODA,4,,TRICHOPTERA,
10/27/2015,410,INVERTEBRATES,INSECTA,LIMNEPHILIDAE,,GLYPHOPSYCHE,,,TRICHOPTERA,ARTHROPODA,,,GLYPHOPSYCHE,
10/27/2015,411,INVERTEBRATES,INSECTA,HALIPLIDAE,PI,,CN,,COLEOPTERA,ARTHROPODA,7,,HALIPLIDAE,
10/27/2015,412,INVERTEBRATES,GASTROPODA,LYMNAEIDAE,"CG,SC",STAGNICOLA,CB,,BASOMMATOPHORA,MOLLUSCA,7,LYMNAEINAE,STAGNICOLA,
10/27/2015,413,INVERTEBRATES,INSECTA,PERLODIDAE,,ARCYNOPTERYX,,,PLECOPTERA,ARTHROPODA,,,ARCYNOPTERYX,
10/27/2015,414,INVERTEBRATES,INSECTA,LIMNEPHILIDAE,SH,PSYCHOGLYPHA,SP,,TRICHOPTERA,ARTHROPODA,1,LIMNEPHILINAE,PSYCHOGLYPHA,CHILOSTIGMINI
10/27/2015,415,INVERTEBRATES,INSECTA,DIXIDAE,,DIXELLA,,,DIPTERA,ARTHROPODA,,,DIXELLA,
10/27/2015,416,INVERTEBRATES,CLITELLATA,GLOSSIPHONIIDAE,PR,GLOSSIPHONIA,SP,,RHYNCHOBDELLIDA,ANNELIDA,10,,GLOSSIPHONIA,
10/27/2015,417,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,RADOTANYPUS,,,DIPTERA,ARTHROPODA,,TANYPODINAE,RADOTANYPUS,MACROPELOPIINI
10/27/2015,418,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,DIPLOCLADIUS,SP,,DIPTERA,ARTHROPODA,5.2,ORTHOCLADIINAE,DIPLOCLADIUS,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,419,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,POTTHASTIA,SP,,DIPTERA,ARTHROPODA,4.1,DIAMESINAE,POTTHASTIA,DIAMESINI
10/27/2015,420,INVERTEBRATES,INSECTA,DYTISCIDAE,,SANFILIPPODYTES,,,COLEOPTERA,ARTHROPODA,,HYDROPORINAE,SANFILIPPODYTES,
10/27/2015,421,INVERTEBRATES,INSECTA,DYTISCIDAE,,RHANTUS,,,COLEOPTERA,ARTHROPODA,,COLYMBETINAE,RHANTUS,
10/27/2015,422,INVERTEBRATES,INSECTA,LIMNEPHILIDAE,SH,HESPEROPHYLAX,"SP,CB",,TRICHOPTERA,ARTHROPODA,5,,HESPEROPHYLAX,
10/27/2015,423,INVERTEBRATES,INSECTA,ELMIDAE,CG,HETERLIMNIUS,CN,,COLEOPTERA,ARTHROPODA,4,,HETERLIMNIUS,
10/27/2015,424,INVERTEBRATES,CLITELLATA,,CG,,,,BRANCHIOBDELLIDA,ANNELIDA,7.5,,BRANCHIOBDELLIDA,
10/27/2015,425,INVERTEBRATES,INSECTA,AESHNIDAE,PR,BOYERIA,CN,,ODONATA,ARTHROPODA,5.7,,BOYERIA,
10/27/2015,426,INVERTEBRATES,INSECTA,DYTISCIDAE,PR,LACCOPHILUS,SW,,COLEOPTERA,ARTHROPODA,10,LACCOPHILINAE,LACCOPHILUS,LACCOPHILINI
10/27/2015,427,INVERTEBRATES,BIVALVIA,UNIONIDAE,CF,ELLIPTIO,BU,,UNIONOIDA,MOLLUSCA,5.9,AMBLEMINAE,ELLIPTIO,
10/27/2015,428,INVERTEBRATES,CLITELLATA,GLOSSIPHONIIDAE,PR,ALBOGLOSSIPHONIA,SP,,RHYNCHOBDELLIDA,ANNELIDA,8,,ALBOGLOSSIPHONIA,
10/27/2015,429,INVERTEBRATES,INSECTA,LIBELLULIDAE,PR,CELITHEMIS,CB,,ODONATA,ARTHROPODA,,,CELITHEMIS,
10/27/2015,430,INVERTEBRATES,POLYCHAETA,SABELLIDAE,,MANAYUNKIA,,,CANALIPALPATA,ANNELIDA,,,MANAYUNKIA,
10/27/2015,431,INVERTEBRATES,INSECTA,DIPSEUDOPSIDAE,"CF,CG",PHYLOCENTROPUS,CN,,TRICHOPTERA,ARTHROPODA,5,,PHYLOCENTROPUS,
10/27/2015,432,INVERTEBRATES,CLITELLATA,NAIDIDAE,CG,RIPISTES,,,HAPLOTAXIDA,ANNELIDA,,,RIPISTES,
10/27/2015,433,INVERTEBRATES,INSECTA,CHIRONOMIDAE,SH,ZALUTSCHIA,,,DIPTERA,ARTHROPODA,2,ORTHOCLADIINAE,ZALUTSCHIA,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,434,INVERTEBRATES,INSECTA,GOMPHIDAE,PR,DROMOGOMPHUS,BU,,ODONATA,ARTHROPODA,5.3,,DROMOGOMPHUS,
10/27/2015,435,INVERTEBRATES,INSECTA,MOLANNIDAE,SC,MOLANNA,SP,,TRICHOPTERA,ARTHROPODA,3.9,,MOLANNA,
10/27/2015,436,INVERTEBRATES,INSECTA,HEPTAGENIIDAE,CG,STENACRON,CN,,EPHEMEROPTERA,ARTHROPODA,4.4,,STENACRON,
10/27/2015,437,INVERTEBRATES,INSECTA,LEPTOCERIDAE,SH,LEPTOCERUS,SW,,TRICHOPTERA,ARTHROPODA,4,,LEPTOCERUS,
10/27/2015,438,INVERTEBRATES,INSECTA,LIBELLULIDAE,PR,PACHYDIPLAX,SP,,ODONATA,ARTHROPODA,7.9,,PACHYDIPLAX,
10/27/2015,439,INVERTEBRATES,GASTROPODA,PLANORBIDAE,"CG,SC",PROMENETUS,CB,,BASOMMATOPHORA,MOLLUSCA,8.5,,PROMENETUS,
10/27/2015,440,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,HYPORHYGMA,BU,,DIPTERA,ARTHROPODA,,CHIRONOMINAE,HYPORHYGMA,CHIRONOMINI
10/27/2015,441,INVERTEBRATES,INSECTA,CORDULIIDAE,"PR,SH",DIDYMOPS,SP,,ODONATA,ARTHROPODA,4,,DIDYMOPS,
10/27/2015,442,INVERTEBRATES,INSECTA,EPHEMERELLIDAE,"CG,PR,SC",EURYLOPHELLA,CN,,EPHEMEROPTERA,ARTHROPODA,2.5,,EURYLOPHELLA,
10/27/2015,443,INVERTEBRATES,INSECTA,LEPTOPHLEBIIDAE,CG,LEPTOPHLEBIA,SW,,EPHEMEROPTERA,ARTHROPODA,4,,LEPTOPHLEBIA,
10/27/2015,444,INVERTEBRATES,MALACOSTRACA,CRANGONYCTIDAE,,,,,AMPHIPODA,ARTHROPODA,,,CRANGONYCTIDAE,
10/27/2015,445,INVERTEBRATES,INSECTA,CHIRONOMIDAE,PR,NATARSIA,SP,,DIPTERA,ARTHROPODA,9,TANYPODINAE,NATARSIA,NATARSIINI
10/27/2015,446,INVERTEBRATES,INSECTA,CORDULIIDAE,,NEUROCORDULIA,,,ODONATA,ARTHROPODA,,,NEUROCORDULIA,
10/27/2015,447,INVERTEBRATES,GASTROPODA,VIVIPARIDAE,SC,CAMPELOMA,CB,,ARCHITAENIOGLOSSA,MOLLUSCA,5.9,,CAMPELOMA,
10/27/2015,448,INVERTEBRATES,INSECTA,POLYCENTROPODIDAE,PR,NYCTIOPHYLAX,CN,,TRICHOPTERA,ARTHROPODA,3.8,POLYCENTROPODINAE,NYCTIOPHYLAX,
10/27/2015,449,INVERTEBRATES,INSECTA,CORYDALIDAE,PR,,CN,,MEGALOPTERA,ARTHROPODA,1.5,,CORYDALIDAE,
10/27/2015,450,INVERTEBRATES,ARACHNIDA,HYDRACHNIDAE,PR,HYDRACHNA,SW,,TROMBIDIFORMES,ARTHROPODA,8,,HYDRACHNA,
10/27/2015,451,INVERTEBRATES,CLITELLATA,GLOSSIPHONIIDAE,PR,PLACOBDELLA,SP,,RHYNCHOBDELLIDA,ANNELIDA,7.6,GLOSSIPHONIINAE,PLACOBDELLA,
10/27/2015,452,INVERTEBRATES,INSECTA,SISYRIDAE,"CF,CG,PI",SISYRA,CB,,NEUROPTERA,ARTHROPODA,6.5,,SISYRA,
10/27/2015,453,INVERTEBRATES,INSECTA,TIPULIDAE,CG,HELIUS,"BU,SP",,DIPTERA,ARTHROPODA,4,,HELIUS,
10/27/2015,454,INVERTEBRATES,INSECTA,LIBELLULIDAE,PR,LADONA,SP,,ODONATA,ARTHROPODA,9,,LADONA,
10/27/2015,455,INVERTEBRATES,INSECTA,GOMPHIDAE,PR,GOMPHUS,BU,,ODONATA,ARTHROPODA,1.8,,GOMPHUS,
10/27/2015,456,INVERTEBRATES,INSECTA,CERATOPOGONIDAE,"PR, CG",,SP,,DIPTERA,ARTHROPODA,,FORCIPOMYIINAE,FORCIPOMYIINAE,
10/27/2015,457,INVERTEBRATES,INSECTA,LIBELLULIDAE,PR,LEUCORRHINIA,"CB, SP",,ODONATA,ARTHROPODA,,,LEUCORRHINIA,
10/27/2015,458,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,PARAMETRIOCNEMUS,SP,,DIPTERA,ARTHROPODA,3.9,ORTHOCLADIINAE,PARAMETRIOCNEMUS,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,459,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,PARAPHAENOCLADIUS,SP,,DIPTERA,ARTHROPODA,5,ORTHOCLADIINAE,PARAPHAENOCLADIUS,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,460,INVERTEBRATES,INSECTA,PSYCHODIDAE,,PERICOMA/TELMATOSCOPUS,,,DIPTERA,ARTHROPODA,,,PERICOMA/TELMATOSCOPUS,
10/27/2015,461,INVERTEBRATES,INSECTA,SCIOMYZIDAE,PR,,BU,,DIPTERA,ARTHROPODA,6,,SCIOMYZIDAE,
10/27/2015,462,INVERTEBRATES,INSECTA,NOTERIDAE,,SUPHIS,CB,,COLEOPTERA,ARTHROPODA,,NOTERINAE,SUPHIS,
10/27/2015,463,INVERTEBRATES,MALACOSTRACA,,,,,,DECAPODA,ARTHROPODA,,,DECAPODA,
10/27/2015,464,INVERTEBRATES,INSECTA,DYTISCIDAE,PR,HYDROVATUS,SW,,COLEOPTERA,ARTHROPODA,4,HYDROPORINAE,HYDROVATUS,
10/27/2015,465,INVERTEBRATES,INSECTA,NAUCORIDAE,PR,,CB,,HEMIPTERA,ARTHROPODA,5,,NAUCORIDAE,
10/27/2015,466,INVERTEBRATES,GASTROPODA,VIVIPARIDAE,SC,VIVIPARUS,CB,,ARCHITAENIOGLOSSA,MOLLUSCA,1,,VIVIPARUS,
10/27/2015,467,INVERTEBRATES,GASTROPODA,AMPULLARIIDAE,SC,POMACEA,CB,,ARCHITAENIOGLOSSA,MOLLUSCA,,,POMACEA,
10/27/2015,468,INVERTEBRATES,ARACHNIDA,TORRENTICOLIDAE,PR,TORRENTICOLA,CB,,TROMBIDIFORMES,ARTHROPODA,8,,TORRENTICOLA,
10/27/2015,469,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,ASHEUM,,,DIPTERA,ARTHROPODA,,CHIRONOMINAE,ASHEUM,CHIRONOMINI
10/27/2015,470,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,BEARDIUS,BU,,DIPTERA,ARTHROPODA,,CHIRONOMINAE,BEARDIUS,CHIRONOMINI
10/27/2015,471,INVERTEBRATES,INSECTA,GYRINIDAE,PR,DINEUTUS,SW,,COLEOPTERA,ARTHROPODA,5,,DINEUTUS,
10/27/2015,472,INVERTEBRATES,ARACHNIDA,LIMNESIIDAE,PR,,CB,,TROMBIDIFORMES,ARTHROPODA,8,,LIMNESIIDAE,
10/27/2015,473,INVERTEBRATES,INSECTA,HYDROPHILIDAE,,PHAENONOTUM,,,COLEOPTERA,ARTHROPODA,,,PHAENONOTUM,
10/27/2015,474,INVERTEBRATES,MALACOSTRACA,MYSIDAE,,AMERICAMYSIS,,,MYSIDACEA,ARTHROPODA,,,AMERICAMYSIS,
10/27/2015,475,INVERTEBRATES,MALACOSTRACA,PANOPEIDAE,,RHITHROPANOPEUS,,,DECAPODA,ARTHROPODA,,,RHITHROPANOPEUS,
10/27/2015,476,INVERTEBRATES,INSECTA,PYRALIDAE,,OXYELOPHILA,,,LEPIDOPTERA,ARTHROPODA,,,OXYELOPHILA,
10/27/2015,477,INVERTEBRATES,INSECTA,CHIRONOMIDAE,PR,DJALMABATISTA,SP,,DIPTERA,ARTHROPODA,6.7,TANYPODINAE,DJALMABATISTA,PROCLADIINI
10/27/2015,478,INVERTEBRATES,INSECTA,DYTISCIDAE,PR,ANODOCHEILUS,,,COLEOPTERA,ARTHROPODA,,HYDROPORINAE,ANODOCHEILUS,
10/27/2015,479,INVERTEBRATES,INSECTA,DYTISCIDAE,,BIDESSONOTUS,"SW,CB",,COLEOPTERA,ARTHROPODA,,HYDROPORINAE,BIDESSONOTUS,
10/27/2015,481,INVERTEBRATES,INSECTA,DYTISCIDAE,PR,COPTOTOMUS,SW,,COLEOPTERA,ARTHROPODA,9,COPTOTOMINAE,COPTOTOMUS,COPTOTIMINI
10/27/2015,482,INVERTEBRATES,INSECTA,DYTISCIDAE,PR,DESMOPACHRIA,SW,,COLEOPTERA,ARTHROPODA,4,HYDROPORINAE,DESMOPACHRIA,
10/27/2015,483,INVERTEBRATES,INSECTA,GYRINIDAE,PR,GYRINUS,,,COLEOPTERA,ARTHROPODA,5,,GYRINUS,
10/27/2015,484,INVERTEBRATES,INSECTA,POLYCENTROPODIDAE,"CF,PR",CYRNELLUS,CN,,TRICHOPTERA,ARTHROPODA,5.5,,CYRNELLUS,
10/27/2015,485,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CF,RHEOTANYTARSUS,CN,,DIPTERA,ARTHROPODA,6,CHIRONOMINAE,RHEOTANYTARSUS,TANYTARSINI
10/27/2015,486,INVERTEBRATES,INSECTA,NAUCORIDAE,PR,PELOCORIS,CB,,HEMIPTERA,ARTHROPODA,,NAUCORINAE,PELOCORIS,
10/27/2015,487,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,DEROTANYPUS,,,DIPTERA,ARTHROPODA,,TANYPODINAE,DEROTANYPUS,MACROPELOPIINI
10/27/2015,488,INVERTEBRATES,INSECTA,TIPULIDAE,CG,ERIOPTERA,"BU,SP",,DIPTERA,ARTHROPODA,5.5,LIMONIINAE,ERIOPTERA,ERIOPTERINI
10/27/2015,489,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,DEMICRYPTOCHIRONOMUS,BU,,DIPTERA,ARTHROPODA,6,CHIRONOMINAE,DEMICRYPTOCHIRONOMUS,CHIRONOMINI
10/27/2015,490,INVERTEBRATES,INSECTA,SISYRIDAE,PR,,"CB,CN,BU",,NEUROPTERA,ARTHROPODA,,,SISYRIDAE,
10/27/2015,491,INVERTEBRATES,CLITELLATA,TUBIFICIDAE,CG,SPIROSPERMA,CN,,HAPLOTAXIDA,ANNELIDA,8.8,,SPIROSPERMA,
10/27/2015,492,INVERTEBRATES,MAXILLOPODA,BALANIDAE,CF,BALANUS,,,SESSILIA,ARTHROPODA,,,BALANUS,
10/27/2015,493,INVERTEBRATES,POLYCHAETA,CAPITELLIDAE,,CAPITELLA,,,,ANNELIDA,,,CAPITELLA,
10/27/2015,494,INVERTEBRATES,MALACOSTRACA,SPHAEROMATIDAE,,CASSIDINIDEA,SP,,ISOPODA,ARTHROPODA,,,CASSIDINIDEA,
10/27/2015,495,INVERTEBRATES,POLYCHAETA,EUNICIDAE,,,,,ACICULATA,ANNELIDA,,,EUNICIDAE,
10/27/2015,496,INVERTEBRATES,POLYCHAETA,SERPULIDAE,,FICOPOMATUS,,,CANALIPALPATA,ANNELIDA,,,FICOPOMATUS,
10/27/2015,497,INVERTEBRATES,BIVALVIA,VENERIDAE,,GEMMA,,,VENEROIDA,MOLLUSCA,,,GEMMA,
10/27/2015,498,INVERTEBRATES,POLYCHAETA,SERPULIDAE,,HYDROIDES,,,CANALIPALPATA,ANNELIDA,,,HYDROIDES,
10/27/2015,499,INVERTEBRATES,MALACOSTRACA,LEPTOCHELIIDAE,,LEPTOCHELIA,,,TANAIDACEA,ARTHROPODA,,,LEPTOCHELIA,
10/27/2015,500,INVERTEBRATES,MALACOSTRACA,COROPHIIDAE,,MONOCOROPHIUM,,,AMPHIPODA,ARTHROPODA,,,MONOCOROPHIUM,
10/27/2015,501,INVERTEBRATES,POLYCHAETA,NEREIDIDAE,,NEANTHES,,,ACICULATA,ANNELIDA,,,NEANTHES,
10/27/2015,502,INVERTEBRATES,GASTROPODA,PYRAMIDELLIDAE,,ODOSTOMIA,,,HETEROSTROPHA,MOLLUSCA,,,ODOSTOMIA,
10/27/2015,503,INVERTEBRATES,POLYCHAETA,SPIONIDAE,,POLYDORA,,,CANALIPALPATA,ANNELIDA,,,POLYDORA,
10/27/2015,504,INVERTEBRATES,MALACOSTRACA,BOPYRIDAE,,PROBOPYRUS,,,ISOPODA,ARTHROPODA,,,PROBOPYRUS,
10/27/2015,505,INVERTEBRATES,POLYCHAETA,CHAETOPTERIDAE,,SPIOCHAETOPTERUS,,,CANALIPALPATA,ANNELIDA,,,SPIOCHAETOPTERUS,
10/27/2015,506,INVERTEBRATES,MALACOSTRACA,STENOTHOIDAE,,,,,AMPHIPODA,ARTHROPODA,,,STENOTHOIDAE,
10/27/2015,507,INVERTEBRATES,POLYCHAETA,SPIONIDAE,,STREBLOSPIO,,,CANALIPALPATA,ANNELIDA,,,STREBLOSPIO,
10/27/2015,508,INVERTEBRATES,ARACHNIDA,LIMNESIIDAE,PR,CENTROLIMNESIA,,,TROMBIDIFORMES,ARTHROPODA,,,CENTROLIMNESIA,
10/27/2015,509,INVERTEBRATES,INSECTA,DYTISCIDAE,PR,CYBISTER,"SW,DV",,COLEOPTERA,ARTHROPODA,,DYTISCINAE,CYBISTER,CYBISTRINI
10/27/2015,510,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,PARALAUTERBORNIELLA,BU,,DIPTERA,ARTHROPODA,5.6,CHIRONOMINAE,PARALAUTERBORNIELLA,CHIRONOMINI
10/27/2015,511,INVERTEBRATES,CLITELLATA,TUBIFICIDAE,CG,POTAMOTHRIX,,,HAPLOTAXIDA,ANNELIDA,,,POTAMOTHRIX,
10/27/2015,512,INVERTEBRATES,INSECTA,CAENIDAE,CG,,,,EPHEMEROPTERA,ARTHROPODA,7,,CAENIDAE,
10/27/2015,513,INVERTEBRATES,GASTROPODA,PLANORBIDAE,SC,ARMIGER,CB,,BASOMMATOPHORA,MOLLUSCA,,,ARMIGER,
10/27/2015,514,INVERTEBRATES,INSECTA,PLEIDAE,PR,,SW,,HEMIPTERA,ARTHROPODA,,,PLEIDAE,
10/27/2015,515,INVERTEBRATES,GASTROPODA,VIVIPARIDAE,SC,CIPANGOPALUDINA,,,ARCHITAENIOGLOSSA,MOLLUSCA,,,CIPANGOPALUDINA,
10/27/2015,516,INVERTEBRATES,INSECTA,DYTISCIDAE,PR,DYTISCUS,"SW,DV",,COLEOPTERA,ARTHROPODA,5,DYTISCINAE,DYTISCUS,
10/27/2015,517,INVERTEBRATES,INSECTA,LESTIDAE,PR,LESTES,CB,,ODONATA,ARTHROPODA,9,,LESTES,
10/27/2015,518,INVERTEBRATES,INSECTA,TIPULIDAE,SH,MOLOPHILUS,BU,,DIPTERA,ARTHROPODA,4,,MOLOPHILUS,
10/27/2015,519,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,PSEUDOSMITTIA,SP,,DIPTERA,ARTHROPODA,4,ORTHOCLADIINAE,PSEUDOSMITTIA,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,520,INVERTEBRATES,ARACHNIDA,PIONIDAE,,HYDROCHOREUTES,,,TROMBIDIFORMES,ARTHROPODA,,,HYDROCHOREUTES,
10/27/2015,521,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,CONSTEMPELLINA,CB,,DIPTERA,ARTHROPODA,7.5,CHIRONOMINAE,CONSTEMPELLINA,TANYTARSINI
