PUBLICATION_DATE,TAXA_ID,ASSEMBLAGE_NAME,CLASS,FAMILY,FFG,GENUS,HABIT,NON_TARGET,ORDER,PHYLUM,PTV,SUBFAMILY,TARGET_TAXON,TRIBE
10/27/2015,522,INVERTEBRATES,INSECTA,EPHEMERELLIDAE,,EPHEMERELLA,,,EPHEMEROPTERA,ARTHROPODA,,,EPHEMERELLA,
10/27/2015,523,INVERTEBRATES,CLITELLATA,TUBIFICIDAE,CG,RHYACODRILUS,,,HAPLOTAXIDA,ANNELIDA,10,,RHYACODRILUS,
10/27/2015,524,INVERTEBRATES,INSECTA,HYDROPHILIDAE,,CYMBIODYTA,,,COLEOPTERA,ARTHROPODA,,,CYMBIODYTA,
10/27/2015,525,INVERTEBRATES,CLITELLATA,TUBIFICIDAE,,TASSERKIDRILUS,,,HAPLOTAXIDA,ANNELIDA,,,TASSERKIDRILUS,
10/27/2015,526,INVERTEBRATES,INSECTA,CHIRONOMIDAE,PR,PSECTROTANYPUS,SP,,DIPTERA,ARTHROPODA,8,TANYPODINAE,PSECTROTANYPUS,MACROPELOPIINI
10/27/2015,527,INVERTEBRATES,INSECTA,SIMULIIDAE,CF,SIMULIUM,CN,,DIPTERA,ARTHROPODA,5.7,SIMULIINAE,SIMULIUM,SIMULIINI
10/27/2015,528,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,PAGASTIA,,,DIPTERA,ARTHROPODA,1.5,DIAMESINAE,PAGASTIA,DIAMESINI
10/27/2015,529,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,RHEOCRICOTOPUS,SP,,DIPTERA,ARTHROPODA,5.3,ORTHOCLADIINAE,RHEOCRICOTOPUS,
10/27/2015,530,INVERTEBRATES,ARACHNIDA,EYLAIDAE,PR,EYLAIS,SW,,TROMBIDIFORMES,ARTHROPODA,8,,EYLAIS,
10/27/2015,531,INVERTEBRATES,INSECTA,DYTISCIDAE,,ILYBIUS,,,COLEOPTERA,ARTHROPODA,,COLYMBETINAE,ILYBIUS,
10/27/2015,532,INVERTEBRATES,INSECTA,DYTISCIDAE,PR,AGABUS,SW,,COLEOPTERA,ARTHROPODA,6.5,AGABINAE,AGABUS,AGABINI
10/27/2015,533,INVERTEBRATES,INSECTA,MUSCIDAE,PR,,SP,,DIPTERA,ARTHROPODA,5.9,,MUSCIDAE,
10/27/2015,534,INVERTEBRATES,INSECTA,PHRYGANEIDAE,,PHRYGANEA,CB,,TRICHOPTERA,ARTHROPODA,,PHRYGANEINAE,PHRYGANEA,
10/27/2015,535,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,OMISUS,,,DIPTERA,ARTHROPODA,,CHIRONOMINAE,OMISUS,CHIRONOMINI
10/27/2015,536,INVERTEBRATES,INSECTA,HEPTAGENIIDAE,,CINYGMA,,,EPHEMEROPTERA,ARTHROPODA,,,CINYGMA,
10/27/2015,537,INVERTEBRATES,INSECTA,LIMNEPHILIDAE,SH,DESMONA,,,TRICHOPTERA,ARTHROPODA,1,,DESMONA,
10/27/2015,538,INVERTEBRATES,INSECTA,AMELETIDAE,"CG,SC,SH",AMELETUS,SW,,EPHEMEROPTERA,ARTHROPODA,1,,AMELETUS,
10/27/2015,539,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,EUKIEFFERIELLA,SP,,DIPTERA,ARTHROPODA,6.3,ORTHOCLADIINAE,EUKIEFFERIELLA,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,540,INVERTEBRATES,INSECTA,HYDROPSYCHIDAE,"CF,PR",HYDROPSYCHE,CN,,TRICHOPTERA,ARTHROPODA,3,HYDROPSYCHINAE,HYDROPSYCHE,
10/27/2015,541,INVERTEBRATES,INSECTA,HYDROPSYCHIDAE,CF,,CN,,TRICHOPTERA,ARTHROPODA,3.4,,HYDROPSYCHIDAE,
10/27/2015,542,INVERTEBRATES,INSECTA,CHLOROPERLIDAE,,SWELTSA,,,PLECOPTERA,ARTHROPODA,,,SWELTSA,
10/27/2015,543,INVERTEBRATES,MALACOSTRACA,ASTACIDAE,,PACIFASTACUS,SP,,DECAPODA,ARTHROPODA,6.2,,PACIFASTACUS,
10/27/2015,544,INVERTEBRATES,INSECTA,EPHEMERELLIDAE,CG,,CN,,EPHEMEROPTERA,ARTHROPODA,1.4,,EPHEMERELLIDAE,
10/27/2015,545,INVERTEBRATES,INSECTA,PERLODIDAE,PR,,"CN,SP",,PLECOPTERA,ARTHROPODA,2,,PERLODIDAE,
10/27/2015,546,INVERTEBRATES,INSECTA,PHRYGANEIDAE,SH,AGRYPNIA,CB,,TRICHOPTERA,ARTHROPODA,,PHRYGANEINAE,AGRYPNIA,
10/27/2015,547,INVERTEBRATES,BIVALVIA,DREISSENIDAE,CF,DREISSENA,,,VENEROIDA,MOLLUSCA,,,DREISSENA,
10/27/2015,548,INVERTEBRATES,INSECTA,BAETIDAE,SH,CLOEON,"SW,CN",,EPHEMEROPTERA,ARTHROPODA,,,CLOEON,
10/27/2015,549,INVERTEBRATES,INSECTA,BAETIDAE,,WAYNOKIOPS,,,EPHEMEROPTERA,ARTHROPODA,,,WAYNOKIOPS,
10/27/2015,550,INVERTEBRATES,ARACHNIDA,KRENDOWSKIIDAE,,GEAYIA,,,TROMBIDIFORMES,ARTHROPODA,,,GEAYIA,
10/27/2015,551,INVERTEBRATES,ARACHNIDA,UNIONICOLIDAE,PR,,CB,,TROMBIDIFORMES,ARTHROPODA,8,,UNIONICOLIDAE,
10/27/2015,552,INVERTEBRATES,GASTROPODA,PLEUROCERIDAE,SC,GONIOBASIS,,,NEOTAENIOGLOSSA,MOLLUSCA,,,GONIOBASIS,
10/27/2015,553,INVERTEBRATES,INSECTA,SISYRIDAE,PR,CLIMACIA,CB,,NEUROPTERA,ARTHROPODA,8.4,,CLIMACIA,
10/27/2015,554,INVERTEBRATES,CLITELLATA,NAIDIDAE,CG,SPECARIA,BU,,HAPLOTAXIDA,ANNELIDA,6.1,,SPECARIA,
10/27/2015,555,INVERTEBRATES,INSECTA,EPHYDRIDAE,,EPHYDRA,,,DIPTERA,ARTHROPODA,,,EPHYDRA,
10/27/2015,557,INVERTEBRATES,INSECTA,SERICOSTOMATIDAE,SH,AGARODES,SP,,TRICHOPTERA,ARTHROPODA,1.5,,AGARODES,
10/27/2015,558,INVERTEBRATES,ARACHNIDA,MIDEIDAE,PR,MIDEA,,,TROMBIDIFORMES,ARTHROPODA,,,MIDEA,
10/27/2015,559,INVERTEBRATES,ARACHNIDA,WETTINIDAE,PR,WETTINA,CB,,TROMBIDIFORMES,ARTHROPODA,8,,WETTINA,
10/27/2015,560,INVERTEBRATES,INSECTA,CHRYSOMELIDAE,,,,,COLEOPTERA,ARTHROPODA,,,CHRYSOMELIDAE,
10/27/2015,561,INVERTEBRATES,INSECTA,EPHEMERIDAE,CG,,BU,,EPHEMEROPTERA,ARTHROPODA,4.7,,EPHEMERIDAE,
10/27/2015,562,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,AXARUS,SP,,DIPTERA,ARTHROPODA,2,CHIRONOMINAE,AXARUS,CHIRONOMINI
10/27/2015,563,INVERTEBRATES,INSECTA,LIMNEPHILIDAE,SH,PYCNOPSYCHE,SP,,TRICHOPTERA,ARTHROPODA,2.5,LIMNEPHILINAE,PYCNOPSYCHE,STENOPHYLACINI
10/27/2015,564,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,STELECHOMYIA,BU,,DIPTERA,ARTHROPODA,4.6,CHIRONOMINAE,STELECHOMYIA,CHIRONOMINI
10/27/2015,565,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,FITTKAUIMYIA,"SP,BU",,DIPTERA,ARTHROPODA,,TANYPODINAE,FITTKAUIMYIA,MACROPELOPIINI
10/27/2015,566,INVERTEBRATES,INSECTA,BELOSTOMATIDAE,PR,BELOSTOMA,CB,,HEMIPTERA,ARTHROPODA,10,BELOSTOMATINAE,BELOSTOMA,
10/27/2015,567,INVERTEBRATES,INSECTA,GOMPHIDAE,"CF,CG,PR",ARIGOMPHUS,BU,,ODONATA,ARTHROPODA,1,,ARIGOMPHUS,
10/27/2015,568,INVERTEBRATES,,,,,,,,NEMATODA,,,NEMATODA,
10/27/2015,569,INVERTEBRATES,MALACOSTRACA,COROPHIIDAE,,APOCOROPHIUM,,,AMPHIPODA,ARTHROPODA,,,APOCOROPHIUM,
10/27/2015,570,INVERTEBRATES,POLYCHAETA,AMPHARETIDAE,,HOBSONIA,,,CANALIPALPATA,ANNELIDA,,,HOBSONIA,
10/27/2015,571,INVERTEBRATES,MALACOSTRACA,COROPHIIDAE,,,,,AMPHIPODA,ARTHROPODA,,,COROPHIIDAE,
10/27/2015,572,INVERTEBRATES,MAXILLOPODA,ARGULIDAE,PA,ARGULUS,,,ARGULOIDA,ARTHROPODA,,,ARGULUS,
10/27/2015,573,INVERTEBRATES,INSECTA,GOMPHIDAE,PR,HAGENIUS,SP,,ODONATA,ARTHROPODA,3.1,,HAGENIUS,
10/27/2015,574,INVERTEBRATES,MALACOSTRACA,,,,,,ISOPODA,ARTHROPODA,,,ISOPODA,
10/27/2015,575,INVERTEBRATES,INSECTA,LIMNEPHILIDAE,,NEMOTAULIUS,,,TRICHOPTERA,ARTHROPODA,,,NEMOTAULIUS,
10/27/2015,576,INVERTEBRATES,INSECTA,DIPSEUDOPSIDAE,,,,,TRICHOPTERA,ARTHROPODA,,,DIPSEUDOPSIDAE,
10/27/2015,577,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,HETEROTANYTARSUS,,,DIPTERA,ARTHROPODA,,ORTHOCLADIINAE,HETEROTANYTARSUS,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,579,INVERTEBRATES,INSECTA,PYRALIDAE,SH,EOPARARGYRACTIS,CB,,LEPIDOPTERA,ARTHROPODA,5,,EOPARARGYRACTIS,
10/27/2015,580,INVERTEBRATES,INSECTA,PHRYGANEIDAE,,BANKSIOLA,,,TRICHOPTERA,ARTHROPODA,,,BANKSIOLA,
10/27/2015,581,INVERTEBRATES,CLITELLATA,HIRUDINIDAE,,,,,ARHYNCHOBDELLIDA,ANNELIDA,,,HIRUDINIDAE,
10/27/2015,582,INVERTEBRATES,CLITELLATA,HIRUDINIDAE,,MACROBDELLA,,,ARHYNCHOBDELLIDA,ANNELIDA,,MACROBDELLINAE,MACROBDELLA,
10/27/2015,583,INVERTEBRATES,INSECTA,EPHEMERELLIDAE,,DENTATELLA,,,EPHEMEROPTERA,ARTHROPODA,,,DENTATELLA,
10/27/2015,584,INVERTEBRATES,CLITELLATA,HAEMOPIDAE,,HAEMOPIS,,,ARHYNCHOBDELLIDA,ANNELIDA,,,HAEMOPIS,
10/27/2015,585,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,ACAMPTOCLADIUS,"BU,SP",,DIPTERA,ARTHROPODA,,ORTHOCLADIINAE,ACAMPTOCLADIUS,
10/27/2015,586,INVERTEBRATES,INSECTA,HELICOPSYCHIDAE,PR,HELICOPSYCHE,CN,,TRICHOPTERA,ARTHROPODA,2.8,,HELICOPSYCHE,
10/27/2015,587,INVERTEBRATES,INSECTA,PSEPHENIDAE,SC,PSEPHENUS,CN,,COLEOPTERA,ARTHROPODA,4.1,PSEPHENINAE,PSEPHENUS,
10/27/2015,588,INVERTEBRATES,INSECTA,CHIRONOMIDAE,SH,XYLOTOPUS,BU,,DIPTERA,ARTHROPODA,4,ORTHOCLADIINAE,XYLOTOPUS,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,589,INVERTEBRATES,BIVALVIA,UNIONIDAE,,PYGANODON,,,UNIONOIDA,MOLLUSCA,,,PYGANODON,
10/27/2015,590,INVERTEBRATES,INSECTA,EPHEMERIDAE,CG,EPHEMERA,BU,,EPHEMEROPTERA,ARTHROPODA,3.1,,EPHEMERA,
10/27/2015,591,INVERTEBRATES,INSECTA,EMPIDIDAE,PR,,SP,,DIPTERA,ARTHROPODA,6.1,,EMPIDIDAE,
10/27/2015,592,INVERTEBRATES,INSECTA,LEPTOCERIDAE,,SETODES,,,TRICHOPTERA,ARTHROPODA,,,SETODES,
10/27/2015,593,INVERTEBRATES,INSECTA,HEPTAGENIIDAE,,MACCAFFERTIUM,,,EPHEMEROPTERA,ARTHROPODA,,,MACCAFFERTIUM,
10/27/2015,594,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,NEOSTEMPELLINA,,,DIPTERA,ARTHROPODA,,CHIRONOMINAE,NEOSTEMPELLINA,TANYTARSINI
10/27/2015,595,INVERTEBRATES,INSECTA,CORYDALIDAE,,CHAULIODES,,,MEGALOPTERA,ARTHROPODA,,CHAULIODINAE,CHAULIODES,
10/27/2015,596,INVERTEBRATES,INSECTA,BAETIDAE,"SC,SH",PARACLOEODES,SW,,EPHEMEROPTERA,ARTHROPODA,5,,PARACLOEODES,
10/27/2015,597,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,UNNIELLA,BU,,DIPTERA,ARTHROPODA,4,ORTHOCLADIINAE,UNNIELLA,
10/27/2015,598,INVERTEBRATES,INSECTA,BAETIDAE,SH,ACERPENNA,"SW,CN",,EPHEMEROPTERA,ARTHROPODA,4,,ACERPENNA,
10/27/2015,599,INVERTEBRATES,INSECTA,HYDROPSYCHIDAE,CF,CHEUMATOPSYCHE,CN,,TRICHOPTERA,ARTHROPODA,5.5,HYDROPSYCHINAE,CHEUMATOPSYCHE,
10/27/2015,600,INVERTEBRATES,INSECTA,CHIRONOMIDAE,PR,PENTANEURA,SP,,DIPTERA,ARTHROPODA,5.6,TANYPODINAE,PENTANEURA,PENTANEURINI
10/27/2015,601,INVERTEBRATES,INSECTA,LEPTOHYPHIDAE,"CG,SH",TRICORYTHODES,SP,,EPHEMEROPTERA,ARTHROPODA,4,,TRICORYTHODES,
10/27/2015,602,INVERTEBRATES,GASTROPODA,PLANORBIDAE,SC,PLANORBULA,CB,,BASOMMATOPHORA,MOLLUSCA,,,PLANORBULA,
10/27/2015,603,INVERTEBRATES,CLITELLATA,GLOSSIPHONIIDAE,,ACTINOBDELLA,,,RHYNCHOBDELLIDA,ANNELIDA,,,ACTINOBDELLA,
10/27/2015,604,INVERTEBRATES,INSECTA,STRATIOMYIDAE,CG,STRATIOMYS,SP,,DIPTERA,ARTHROPODA,,,STRATIOMYS,
10/27/2015,605,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,ACRICOTOPUS,SP,,DIPTERA,ARTHROPODA,,ORTHOCLADIINAE,ACRICOTOPUS,
10/27/2015,606,INVERTEBRATES,INSECTA,HEPTAGENIIDAE,SC,ECDYONURUS,CN,,EPHEMEROPTERA,ARTHROPODA,,,ECDYONURUS,
10/27/2015,607,INVERTEBRATES,INSECTA,HYDRAENIDAE,,OCHTHEBIUS,,,COLEOPTERA,ARTHROPODA,,,OCHTHEBIUS,
10/27/2015,608,INVERTEBRATES,INSECTA,SIPHLONURIDAE,,,,,EPHEMEROPTERA,ARTHROPODA,,,SIPHLONURIDAE,
10/27/2015,609,INVERTEBRATES,INSECTA,HYDROPHILIDAE,PI,LACCOBIUS,CN,,COLEOPTERA,ARTHROPODA,7,HYDROPHILINAE,LACCOBIUS,LACCOBIINI
10/27/2015,610,INVERTEBRATES,BRANCHIOPODA,ARTEMIIDAE,,ARTEMIA,,,ANOSTRACA,ARTHROPODA,,,ARTEMIA,
10/27/2015,611,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,CHAETOCLADIUS,SP,,DIPTERA,ARTHROPODA,2.2,ORTHOCLADIINAE,CHAETOCLADIUS,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,612,INVERTEBRATES,CLITELLATA,LUMBRICULIDAE,,STYLODRILUS,,,LUMBRICULIDA,ANNELIDA,,,STYLODRILUS,
10/27/2015,613,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,GYMNOMETRIOCNEMUS,SP,,DIPTERA,ARTHROPODA,7,ORTHOCLADIINAE,GYMNOMETRIOCNEMUS,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,614,INVERTEBRATES,INSECTA,CERATOPOGONIDAE,SC,FORCIPOMYIA,BU,,DIPTERA,ARTHROPODA,4.4,FORCIPOMYIINAE,FORCIPOMYIA,
10/27/2015,615,INVERTEBRATES,MALACOSTRACA,GAMMARIDAE,,,,,AMPHIPODA,ARTHROPODA,,,GAMMARIDAE,
10/27/2015,616,INVERTEBRATES,INSECTA,CHAOBORIDAE,PR,,SP,,DIPTERA,ARTHROPODA,7.3,,CHAOBORIDAE,
10/27/2015,617,INVERTEBRATES,INSECTA,PSYCHODIDAE,CG,,BU,,DIPTERA,ARTHROPODA,,,PSYCHODIDAE,
10/27/2015,618,INVERTEBRATES,INSECTA,HEPTAGENIIDAE,SC,LEUCROCUTA,CN,,EPHEMEROPTERA,ARTHROPODA,2.6,,LEUCROCUTA,
10/27/2015,619,INVERTEBRATES,INSECTA,CORYDALIDAE,PR,NIGRONIA,CN,,MEGALOPTERA,ARTHROPODA,2.8,CHAULIODINAE,NIGRONIA,
10/27/2015,620,INVERTEBRATES,INSECTA,CALOPTERYGIDAE,PR,CALOPTERYX,CB,,ODONATA,ARTHROPODA,6,,CALOPTERYX,
10/27/2015,621,INVERTEBRATES,INSECTA,DYTISCIDAE,PR,MATUS,"SW,DV",,COLEOPTERA,ARTHROPODA,,MATINAE,MATUS,MATINI
10/27/2015,622,INVERTEBRATES,GASTROPODA,VIVIPARIDAE,,,,,ARCHITAENIOGLOSSA,MOLLUSCA,,,VIVIPARIDAE,
10/27/2015,623,INVERTEBRATES,INSECTA,DYTISCIDAE,PR,GRAPHODERUS,SW,,COLEOPTERA,ARTHROPODA,,,GRAPHODERUS,
10/27/2015,624,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,CYPHOMELLA,,,DIPTERA,ARTHROPODA,,CHIRONOMINAE,CYPHOMELLA,CHIRONOMINI
10/27/2015,625,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,METRIOCNEMUS,SP,,DIPTERA,ARTHROPODA,7,ORTHOCLADIINAE,METRIOCNEMUS,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,626,INVERTEBRATES,INSECTA,BAETIDAE,CG,BAETIS,BU,,EPHEMEROPTERA,ARTHROPODA,3,,BAETIS,
10/27/2015,627,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,PARACLADIUS,SP,,DIPTERA,ARTHROPODA,,ORTHOCLADIINAE,PARACLADIUS,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,628,INVERTEBRATES,INSECTA,PERLIDAE,PR,NEOPERLA,CN,,PLECOPTERA,ARTHROPODA,2,,NEOPERLA,
10/27/2015,629,INVERTEBRATES,INSECTA,PERLIDAE,PR,PERLINELLA,,,PLECOPTERA,ARTHROPODA,,,PERLINELLA,
10/27/2015,630,INVERTEBRATES,INSECTA,LEUCTRIDAE,,LEUCTRA,,,PLECOPTERA,ARTHROPODA,,,LEUCTRA,
10/27/2015,631,INVERTEBRATES,INSECTA,CERATOPOGONIDAE,"PR,CG",STILOBEZZIA,"SP,BU,PK",,DIPTERA,ARTHROPODA,6,CERATOPOGONINAE,STILOBEZZIA,
10/27/2015,632,INVERTEBRATES,MALACOSTRACA,CRANGONYCTIDAE,,STYGOBROMUS,,,AMPHIPODA,ARTHROPODA,,,STYGOBROMUS,
10/27/2015,633,INVERTEBRATES,INSECTA,DYTISCIDAE,PR,THERMONECTUS,"SW,CB",,COLEOPTERA,ARTHROPODA,,DYTISCINAE,THERMONECTUS,
10/27/2015,634,INVERTEBRATES,INSECTA,CHIRONOMIDAE,PR,APSECTROTANYPUS,BU,,DIPTERA,ARTHROPODA,1.3,TANYPODINAE,APSECTROTANYPUS,MACROPELOPIINI
10/27/2015,635,INVERTEBRATES,INSECTA,DYTISCIDAE,,LACCORNIS,"SW,CB",,COLEOPTERA,ARTHROPODA,,HYDROPORINAE,LACCORNIS,
10/27/2015,636,INVERTEBRATES,INSECTA,LESTIDAE,PR,,CB,,ODONATA,ARTHROPODA,9,,LESTIDAE,
10/27/2015,637,INVERTEBRATES,INSECTA,LIMNEPHILIDAE,SH,AMPHICOSMOECUS,SP,,TRICHOPTERA,ARTHROPODA,4,,AMPHICOSMOECUS,
10/27/2015,638,INVERTEBRATES,INSECTA,LIMNEPHILIDAE,,HALESOCHILA,,,TRICHOPTERA,ARTHROPODA,,,HALESOCHILA,
10/27/2015,639,INVERTEBRATES,INSECTA,TIPULIDAE,PR,PEDICIA,BU,,DIPTERA,ARTHROPODA,6,,PEDICIA,
10/27/2015,640,INVERTEBRATES,INSECTA,TIPULIDAE,CG,ORMOSIA,BU,,DIPTERA,ARTHROPODA,6.5,,ORMOSIA,
10/27/2015,641,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,EPOICOCLADIUS,,,DIPTERA,ARTHROPODA,,ORTHOCLADIINAE,EPOICOCLADIUS,
10/27/2015,643,INVERTEBRATES,MALACOSTRACA,ANISOGAMMARIDAE,,RAMELLOGAMMARUS,,,AMPHIPODA,ARTHROPODA,,,RAMELLOGAMMARUS,
10/27/2015,644,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CF,SUBLETTEA,,,DIPTERA,ARTHROPODA,6,CHIRONOMINAE,SUBLETTEA,TANYTARSINI
10/27/2015,645,INVERTEBRATES,INSECTA,CORDULIIDAE,PR,CORDULIA,"CB, SP",,ODONATA,ARTHROPODA,,CORDULIINAE,CORDULIA,
10/27/2015,646,INVERTEBRATES,INSECTA,SYRPHIDAE,,,,,DIPTERA,ARTHROPODA,,,SYRPHIDAE,
10/27/2015,647,INVERTEBRATES,INSECTA,PERLIDAE,PR,CALINEURIA,CN,,PLECOPTERA,ARTHROPODA,3,,CALINEURIA,
10/27/2015,648,INVERTEBRATES,INSECTA,NEMOURIDAE,SH,MALENKA,SP,,PLECOPTERA,ARTHROPODA,,,MALENKA,
10/27/2015,649,INVERTEBRATES,GASTROPODA,PLEUROCERIDAE,,JUGA,,,NEOTAENIOGLOSSA,MOLLUSCA,,,JUGA,
10/27/2015,650,INVERTEBRATES,INSECTA,PHRYGANEIDAE,SH,PTILOSTOMIS,CN,,TRICHOPTERA,ARTHROPODA,4,PHRYGANEINAE,PTILOSTOMIS,
10/27/2015,651,INVERTEBRATES,INSECTA,CHIRONOMIDAE,SH,BRILLIA,BU,,DIPTERA,ARTHROPODA,4.6,ORTHOCLADIINAE,BRILLIA,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,652,INVERTEBRATES,INSECTA,CHLOROPERLIDAE,PR,,CN,,PLECOPTERA,ARTHROPODA,1.1,,CHLOROPERLIDAE,
10/27/2015,653,INVERTEBRATES,INSECTA,LIMNEPHILIDAE,,GRAMMOTAULIUS,,,TRICHOPTERA,ARTHROPODA,,,GRAMMOTAULIUS,
10/27/2015,654,INVERTEBRATES,ARACHNIDA,SPERCHONTIDAE,PR,SPERCHON,CB,,TROMBIDIFORMES,ARTHROPODA,8,,SPERCHON,
10/27/2015,655,INVERTEBRATES,BIVALVIA,UNIONIDAE,CF,ANODONTA,BU,,UNIONOIDA,MOLLUSCA,8,UNIONINAE,ANODONTA,
10/27/2015,656,INVERTEBRATES,ARACHNIDA,LIMNESIIDAE,PR,TYRRELLIA,,,TROMBIDIFORMES,ARTHROPODA,8,,TYRRELLIA,
10/27/2015,657,INVERTEBRATES,GASTROPODA,ANCYLIDAE,SC,HEBETANCYLUS,,,BASOMMATOPHORA,MOLLUSCA,,,HEBETANCYLUS,
10/27/2015,658,INVERTEBRATES,CLITELLATA,NAIDIDAE,,STEPHENSONIANA,,,HAPLOTAXIDA,ANNELIDA,,,STEPHENSONIANA,
10/27/2015,659,INVERTEBRATES,,,,,,,,,,,NO_MACROINVERTEBRATES_IN_SAMPLE,
10/27/2015,660,INVERTEBRATES,CLITELLATA,NAIDIDAE,,BRANCHIODRILUS,,,HAPLOTAXIDA,ANNELIDA,,,BRANCHIODRILUS,
10/27/2015,661,INVERTEBRATES,CLITELLATA,TUBIFICIDAE,CG,TUBIFEX,,,HAPLOTAXIDA,ANNELIDA,,,TUBIFEX,
10/27/2015,662,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,SYNENDOTENDIPES,,,DIPTERA,ARTHROPODA,,CHIRONOMINAE,SYNENDOTENDIPES,CHIRONOMINI
10/27/2015,663,INVERTEBRATES,CLITELLATA,NAIDIDAE,CG,PARANAIS,,,HAPLOTAXIDA,ANNELIDA,,,PARANAIS,
10/27/2015,664,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,BILYJOMYIA,,,DIPTERA,ARTHROPODA,,TANYPODINAE,BILYJOMYIA,PENTANEURINI
10/27/2015,665,INVERTEBRATES,INSECTA,STRATIOMYIDAE,,CALOPARYPHUS/EUPARYPHUS,,,DIPTERA,ARTHROPODA,,,CALOPARYPHUS/EUPARYPHUS,
10/27/2015,666,INVERTEBRATES,INSECTA,PHILOPOTAMIDAE,CF,CHIMARRA,CN,,TRICHOPTERA,ARTHROPODA,3,CHIMARRINAE,CHIMARRA,
10/27/2015,667,INVERTEBRATES,INSECTA,APATANIIDAE,SC,APATANIA,,,TRICHOPTERA,ARTHROPODA,1,,APATANIA,
